Clase,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,Promedio_Tiempo(s),Promedio_Memoria(KB),refactor
Programa053,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0596,54674,1
Programa054,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0573,54750,1
Programa055,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0567,54658,1
Programa056,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0591,56066,1
Programa057,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0581,54172,1
Programa058,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0562,54403,1
Programa059,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0569,54955,1
Programa060,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0597,56095,1
Programa061,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0567,54752,1
Programa062,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0584,54477,1
Programa063,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0563,54635,1
Programa064,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0594,55947,1
Programa065,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0567,54323,1
Programa066,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0574,54735,1
Programa067,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0799,54198,1
Programa068,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1047,55872,1
Programa069,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0957,54475,1
Programa070,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0995,54402,1
Programa071,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1015,54480,1
Programa072,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1087,55932,1
Programa073,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0992,54254,1
Programa074,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1055,54746,1
Programa075,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0955,54607,1
Programa076,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.106,55979,1
Programa077,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0973,53967,1
Programa078,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0927,54432,1
Programa079,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0945,54127,1
Programa080,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.101,56060,1
Programa081,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.1039,53700,1
Programa082,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0931,54035,1
Programa083,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1004,53665,1
Programa084,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0997,56086,1
Programa085,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.1067,53976,1
Programa086,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1012,54581,1
Programa087,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1041,53868,1
Programa088,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.098,55915,1
Programa089,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.099,54160,1
Programa090,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1013,54086,1
Programa091,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0977,53889,1
Programa092,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1088,56000,1
Programa093,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.101,53457,1
Programa094,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0953,54417,1
Programa095,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1046,54126,1
Programa096,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0927,55967,1
Programa097,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0952,54489,1
Programa098,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0962,53885,1
Programa099,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0907,54333,1
Programa100,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1024,55898,1
Programa001,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1057,53972,0
Programa002,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0907,54244,0
Programa003,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1056,54378,0
Programa004,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1377,56142,0
Programa005,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1136,53876,0
Programa006,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1196,52140,0
Programa007,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0605,54537,0
Programa008,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.0669,56190,0
Programa009,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0578,54541,0
Programa010,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.065,54231,0
Programa011,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1002,54229,0
Programa012,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1058,55936,0
Programa013,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1131,54281,0
Programa014,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1041,54248,0
Programa015,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0989,54836,0
Programa016,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1081,56028,0
Programa017,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.099,54138,0
Programa018,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0993,53974,0
Programa019,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0993,54453,0
Programa020,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.0992,55995,0
Programa021,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0992,52985,0
Programa022,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0908,54030,0
Programa023,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1056,54501,0
Programa024,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1108,56102,0
Programa025,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1049,53456,0
Programa026,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1042,53511,0
Programa027,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.103,54347,0
Programa028,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1065,55741,0
Programa029,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0957,53829,0
Programa030,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1089,54317,0
Programa031,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1088,54704,0
Programa032,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1142,55991,0
Programa033,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1073,52878,0
Programa034,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1043,54124,0
Programa035,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1049,54581,0
Programa036,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1076,55910,0
Programa037,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1036,53697,0
Programa038,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1016,54138,0
Programa039,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0836,54363,0
Programa040,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1062,55908,0
Programa041,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1024,53454,0
Programa042,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.095,54334,0
Programa043,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0965,54536,0
Programa044,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.0962,55952,0
Programa045,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0916,53964,0
Programa046,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.092,54154,0
Programa047,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1089,54232,0
Programa048,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.0911,55855,0
Programa049,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0954,53871,0
Programa050,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.101,54061,0
Programa051,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0998,54408,0
Programa052,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1024,55972,0
Programa053,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0999,53862,0
Programa054,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1056,54524,0
Programa055,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1044,54128,0
Programa056,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1122,55925,0
Programa057,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0951,54259,0
Programa058,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1011,53977,0
Programa059,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0932,54577,0
Programa060,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1084,55971,0
Programa061,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0989,53879,0
Programa062,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1049,54232,0
Programa063,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0862,54413,0
Programa064,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1119,55875,0
Programa065,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0885,54479,0
Programa066,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1029,54208,0
Programa067,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1022,54766,0
Programa068,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.101,55942,0
Programa069,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0887,53984,0
Programa070,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0918,54558,0
Programa071,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0929,54562,0
Programa072,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1049,55895,0
Programa073,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0928,53900,0
Programa074,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.098,54595,0
Programa075,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0942,54715,0
Programa076,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.0989,55978,0
Programa077,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.096,53600,0
Programa078,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0961,54315,0
Programa079,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.0936,54583,0
Programa080,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1105,55915,0
Programa081,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0918,53702,0
Programa082,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1005,54347,0
Programa083,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1017,54657,0
Programa084,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1088,55988,0
Programa085,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0956,53330,0
Programa086,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0981,53673,0
Programa087,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1059,54561,0
Programa088,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1017,55847,0
Programa089,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0839,53880,0
Programa090,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1003,54117,0
Programa091,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1022,54568,0
Programa092,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1044,55871,0
Programa093,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.0909,54403,0
Programa094,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.0953,53636,0
Programa095,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1016,54624,0
Programa096,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1107,55992,0
Programa097,10,15,20,27,25,47,180.14866228501225,9.1,1099.3406359950854,61.07447977750475,0.0396214610687666,4,0.1087,54081,0
Programa098,7,11,13,19,18,32,101.437600046154,6.4,347.4237801580774,19.30132111989319,0.0200653908274416,3,0.1246,53287,0
Programa099,8,10,16,18,18,34,109.7262742772967,7.8,532.3576456637802,29.5754247590989,0.0251504817079979,5,0.1183,54398,0
Programa100,7,9,15,17,16,32,96.0,7.1,366.9,20.383333333333333,0.0207222278937953,3,0.1103,55921,0
