File,LOC,n1,n2,N1,N2,n,N,V,L,D,E,B
Conversor.java,11,6,26,18,39,32,57,285.0,0.2222222222222222,4.5,1282.5,0.095
Suma.java,13,4,25,21,45,29,66,320.6267456784198,0.2777777777777778,3.6,1154.2562844423112,0.1068755818928066
Tareas.java,23,6,35,30,71,41,101,541.1127524664265,0.16431924882629106,6.085714285714285,3293.05760786711,0.18037091748880885
Factorial.java,14,7,25,21,43,32,64,320.0,0.16611295681063123,6.02,1926.3999999999999,0.10666666666666667
Adivina.java,18,6,28,25,56,34,81,412.0844901412775,0.16666666666666666,6.0,2472.506940847665,0.13736149671375916
