Iteración,Tiempo(s),Memoria(KB)
1,0.06,53372
2,0.06,55788
3,0.07,55920
4,0.06,55804
5,0.06,53620
6,0.05,55412
7,0.05,55664
8,0.06,53352
9,0.06,56044
10,0.05,55672
11,0.06,53368
12,0.10,53380
13,0.06,55536
14,0.06,53112
15,0.06,53352
16,0.07,55804
17,0.05,53616
18,0.06,53116
19,0.05,53440
20,0.05,55932
21,0.07,56060
22,0.05,55748
23,0.06,53368
24,0.06,56424
25,0.07,53104
26,0.06,53232
27,0.07,56180
28,0.06,55932
29,0.05,55276
30,0.05,55548
31,0.06,53104
32,0.06,53488
33,0.07,55668
34,0.06,53616
35,0.05,53100
36,0.06,55632
37,0.05,53372
38,0.06,40316
39,0.07,55912
40,0.05,53228
41,0.06,53356
42,0.07,53608
43,0.06,53500
44,0.06,56184
45,0.05,53616
46,0.06,55308
47,0.05,55804
48,0.06,55664
49,0.06,56176
50,0.06,52732
51,0.05,55536
52,0.05,53496
53,0.06,56060
54,0.06,56184
55,0.06,55916
56,0.05,53236
57,0.05,55668
58,0.06,56048
59,0.06,53368
60,0.07,55916
61,0.07,56004
62,0.06,56048
63,0.05,55676
64,0.05,55676
65,0.07,55804
66,0.06,56044
67,0.07,55720
68,0.07,55660
69,0.07,53228
70,0.07,56184
71,0.07,55660
72,0.05,53328
73,0.06,53624
74,0.06,53484
75,0.07,56040
76,0.06,55620
77,0.06,56240
78,0.06,55788
79,0.06,56196
80,0.06,55952
81,0.06,56044
82,0.06,53356
83,0.07,55800
84,0.05,55676
85,0.06,52944
86,0.07,53360
87,0.06,55644
88,0.06,53492
89,0.08,53612
90,0.08,53360
91,0.05,53500
92,0.05,53492
93,0.06,53224
94,0.07,56316
95,0.05,53372
96,0.06,55660
97,0.06,55916
98,0.08,55800
99,0.07,53232
100,0.06,55932
