Iteración,Tiempo(s),Memoria(KB)
1,0.07,56052
2,0.06,56400
3,0.05,55800
4,0.05,53236
5,0.05,53244
6,0.06,56004
7,0.06,56324
8,0.06,55152
9,0.06,55404
10,0.06,56308
11,0.05,56188
12,0.06,53872
13,0.06,55884
14,0.06,53676
15,0.06,55372
16,0.07,53360
17,0.06,53112
18,0.06,53360
19,0.06,53176
20,0.06,56432
21,0.06,53232
22,0.07,56144
23,0.07,40048
24,0.06,53240
25,0.06,55924
26,0.07,55932
27,0.06,55636
28,0.05,55940
29,0.05,40044
30,0.06,52976
31,0.08,56048
32,0.05,53480
33,0.06,56184
34,0.06,55920
35,0.07,56108
36,0.05,56188
37,0.06,53496
38,0.07,55804
39,0.06,53352
40,0.06,56324
41,0.06,53744
42,0.07,55912
43,0.07,55032
44,0.06,55544
45,0.06,53480
46,0.06,56188
47,0.06,53484
48,0.06,53208
49,0.07,55900
50,0.06,55504
51,0.07,55788
52,0.05,53320
53,0.06,56308
54,0.05,53360
55,0.10,55812
56,0.06,55928
57,0.07,56172
58,0.06,53372
59,0.06,53484
60,0.06,53360
61,0.06,56044
62,0.05,56312
63,0.05,53508
64,0.07,55660
65,0.05,53232
66,0.06,53236
67,0.07,53608
68,0.06,56188
69,0.06,55792
70,0.05,55916
71,0.06,53484
72,0.07,56060
73,0.07,56316
74,0.06,56432
75,0.05,53096
76,0.07,55664
77,0.08,56056
78,0.07,56184
79,0.06,53080
80,0.07,56188
81,0.06,55788
82,0.06,53496
83,0.05,53612
84,0.05,53500
85,0.06,55548
86,0.06,55548
87,0.07,56060
88,0.07,56308
89,0.07,56316
90,0.06,55924
91,0.06,56600
92,0.06,56108
93,0.07,53292
94,0.07,56176
95,0.06,55876
96,0.06,56024
97,0.06,56040
98,0.06,56040
99,0.06,55528
100,0.06,55672
