Iteración,Tiempo(s),Memoria(KB)
1,0.06,56188
2,0.06,55804
3,0.06,56680
4,0.06,56572
5,0.08,55528
6,0.08,55704
7,0.06,56188
8,0.07,56816
9,0.05,55536
10,0.06,56308
11,0.06,56040
12,0.06,55668
13,0.07,56308
14,0.06,56296
15,0.07,55676
16,0.06,53612
17,0.06,55656
18,0.06,55788
19,0.06,56060
20,0.06,55400
21,0.06,56560
22,0.06,56196
23,0.06,56060
24,0.07,56216
25,0.06,55788
26,0.06,55532
27,0.06,56572
28,0.06,55888
29,0.05,55928
30,0.06,56644
31,0.05,55532
32,0.06,55660
33,0.06,55528
34,0.05,55696
35,0.06,56316
36,0.06,56316
37,0.07,55916
38,0.06,55620
39,0.06,56184
40,0.07,56180
41,0.07,55796
42,0.07,56300
43,0.06,56188
44,0.07,55928
45,0.08,57708
46,0.07,55536
47,0.10,56580
48,0.06,56188
49,0.06,56828
50,0.06,54012
51,0.05,55404
52,0.07,56400
53,0.05,55916
54,0.06,56684
55,0.06,56556
56,0.06,57080
57,0.06,55516
58,0.07,56332
59,0.06,55548
60,0.08,57980
61,0.06,55920
62,0.06,56108
63,0.06,56040
64,0.06,55544
65,0.06,56428
66,0.06,55772
67,0.06,55804
68,0.06,56560
69,0.06,56184
70,0.07,55804
71,0.06,56216
72,0.06,56444
73,0.06,55888
74,0.06,56188
75,0.06,56700
76,0.06,55384
77,0.06,56432
78,0.05,55916
79,0.06,56060
80,0.06,56176
81,0.05,55536
82,0.06,53884
83,0.06,56436
84,0.08,55796
85,0.06,55916
86,0.05,55420
87,0.06,53616
88,0.06,56140
89,0.05,56060
90,0.07,56700
91,0.07,56316
92,0.06,56684
93,0.07,55932
94,0.06,55932
95,0.06,55792
96,0.07,55916
97,0.07,56040
98,0.07,55836
99,0.07,55792
100,0.05,55536
