Iteración,Tiempo(s),Memoria(KB)
1,0.05,53484
2,0.06,53648
3,0.05,52996
4,0.05,55784
5,0.06,56172
6,0.06,52844
7,0.05,55416
8,0.06,53480
9,0.07,53200
10,0.06,55672
11,0.06,55280
12,0.06,56044
13,0.06,55660
14,0.06,53484
15,0.06,53164
16,0.05,53484
17,0.06,53488
18,0.06,53480
19,0.05,55996
20,0.05,55420
21,0.06,55800
22,0.06,55408
23,0.06,56052
24,0.06,55412
25,0.07,55792
26,0.06,53372
27,0.05,53368
28,0.05,55792
29,0.05,53340
30,0.07,55916
31,0.06,53484
32,0.06,53356
33,0.06,56020
34,0.06,56428
35,0.07,55940
36,0.06,56956
37,0.05,56168
38,0.05,53244
39,0.06,55940
40,0.06,55660
41,0.07,55672
42,0.06,55536
43,0.07,56304
44,0.06,53488
45,0.06,53084
46,0.05,53372
47,0.06,55932
48,0.07,55672
49,0.07,55676
50,0.06,53116
51,0.06,55664
52,0.06,55528
53,0.08,55792
54,0.06,53116
55,0.07,55932
56,0.05,55540
57,0.06,53620
58,0.07,53352
59,0.07,56316
60,0.07,55660
61,0.07,55656
62,0.06,55384
63,0.06,53360
64,0.06,56056
65,0.06,56304
66,0.06,55912
67,0.05,53360
68,0.07,56184
69,0.06,55932
70,0.06,55668
71,0.06,55656
72,0.05,55308
73,0.06,53756
74,0.08,55588
75,0.08,56044
76,0.05,55788
77,0.07,55800
78,0.06,55420
79,0.06,53508
80,0.07,55292
81,0.05,53628
82,0.07,56304
83,0.05,53500
84,0.05,53104
85,0.06,55628
86,0.05,55684
87,0.07,56176
88,0.06,53612
89,0.07,55916
90,0.06,53484
91,0.06,53232
92,0.06,55916
93,0.06,55792
94,0.06,53328
95,0.06,56056
96,0.06,56052
97,0.06,56184
98,0.06,53228
99,0.07,55420
100,0.05,55668
