Iteración,Tiempo(s),Memoria(KB)
1,0.07,55912
2,0.06,55920
3,0.05,55672
4,0.12,56060
5,0.07,53500
6,0.07,53500
7,0.09,53500
8,0.07,56388
9,0.07,52972
10,0.08,56048
11,0.07,53508
12,0.06,53356
13,0.08,53612
14,0.07,53304
15,0.06,55280
16,0.07,55664
17,0.08,56048
18,0.08,53340
19,0.06,53164
20,0.06,55800
21,0.05,53492
22,0.06,53100
23,0.07,55676
24,0.05,53868
25,0.06,55920
26,0.05,53628
27,0.05,53624
28,0.06,40052
29,0.05,56188
30,0.05,55548
31,0.06,52844
32,0.07,56304
33,0.06,53464
34,0.06,55532
35,0.05,53264
36,0.07,56388
37,0.06,55916
38,0.06,55668
39,0.07,53208
40,0.06,53444
41,0.05,53380
42,0.05,55376
43,0.05,55672
44,0.06,53352
45,0.06,55544
46,0.06,55532
47,0.07,55660
48,0.07,55404
49,0.06,53496
50,0.05,55924
51,0.06,53492
52,0.05,53244
53,0.06,55420
54,0.05,55660
55,0.05,53712
56,0.06,53232
57,0.07,53244
58,0.06,55920
59,0.05,53236
60,0.06,55420
61,0.06,55536
62,0.06,55292
63,0.06,55912
64,0.06,56180
65,0.05,55428
66,0.06,40296
67,0.06,52972
68,0.06,56304
69,0.05,53380
70,0.05,55540
71,0.06,53208
72,0.05,53508
73,0.06,53372
74,0.07,55916
75,0.06,53392
76,0.06,53452
77,0.05,56044
78,0.06,56308
79,0.05,55672
80,0.06,56172
81,0.05,53244
82,0.07,55984
83,0.06,56016
84,0.06,53372
85,0.06,55536
86,0.05,53496
87,0.06,53488
88,0.06,53316
89,0.06,53500
90,0.07,55956
91,0.06,53328
92,0.07,55912
93,0.06,55532
94,0.07,56048
95,0.06,55800
96,0.06,53468
97,0.07,53360
98,0.07,53436
99,0.05,55684
100,0.06,53104
