Iteración,Tiempo(s),Memoria(KB)
1,0.06,55932
2,0.07,56048
3,0.07,55528
4,0.05,53756
5,0.06,53612
6,0.05,53488
7,0.05,55420
8,0.07,53368
9,0.07,56048
10,0.07,55792
11,0.06,53368
12,0.06,53308
13,0.06,56172
14,0.06,53360
15,0.06,55544
16,0.06,55932
17,0.06,40316
18,0.06,54904
19,0.06,53200
20,0.06,53164
21,0.07,56432
22,0.06,56052
23,0.07,55664
24,0.06,56052
25,0.06,55548
26,0.06,56048
27,0.06,55676
28,0.06,56080
29,0.06,56280
30,0.05,55804
31,0.07,55792
32,0.06,56172
33,0.07,56056
34,0.08,53084
35,0.05,53108
36,0.05,53500
37,0.06,53624
38,0.06,52988
39,0.05,56048
40,0.07,54908
41,0.05,55420
42,0.06,53500
43,0.06,53232
44,0.06,55664
45,0.06,53100
46,0.06,56196
47,0.06,56084
48,0.06,56060
49,0.06,55028
50,0.06,56188
51,0.05,55664
52,0.06,56184
53,0.06,56016
54,0.06,53372
55,0.06,56016
56,0.05,53188
57,0.06,53740
58,0.06,55920
59,0.06,56184
60,0.05,53356
61,0.05,53104
62,0.08,40452
63,0.06,55400
64,0.07,55896
65,0.07,55920
66,0.07,56048
67,0.05,40432
68,0.05,53372
69,0.06,53116
70,0.07,55932
71,0.05,53628
72,0.06,55536
73,0.06,55664
74,0.06,56048
75,0.06,55492
76,0.05,55532
77,0.05,53360
78,0.06,55280
79,0.06,56316
80,0.06,53244
81,0.06,56300
82,0.06,56316
83,0.07,56012
84,0.06,53612
85,0.09,55920
86,0.12,56196
87,0.06,40068
88,0.06,56304
89,0.07,53352
90,0.07,56176
91,0.07,53240
92,0.07,55332
93,0.06,53360
94,0.07,53328
95,0.07,55784
96,0.06,53356
97,0.07,55804
98,0.07,53196
99,0.06,56300
100,0.07,55796
