Iteración,Tiempo(s),Memoria(KB)
1,0.06,56048
2,0.05,53224
3,0.06,53616
4,0.06,40184
5,0.06,55548
6,0.06,53736
7,0.06,53500
8,0.06,53872
9,0.06,40272
10,0.06,55280
11,0.07,55920
12,0.09,40460
13,0.06,55920
14,0.05,53364
15,0.06,55900
16,0.07,55792
17,0.07,56168
18,0.07,55556
19,0.07,53480
20,0.07,53612
21,0.07,55660
22,0.09,53360
23,0.06,53352
24,0.06,55432
25,0.07,53552
26,0.08,53380
27,0.08,53352
28,0.06,53268
29,0.06,53368
30,0.05,53112
31,0.06,56184
32,0.05,53228
33,0.05,55528
34,0.05,53584
35,0.05,53228
36,0.07,55536
37,0.08,53508
38,0.06,56308
39,0.05,55428
40,0.07,56428
41,0.08,55788
42,0.07,53628
43,0.06,53616
44,0.07,55932
45,0.06,53224
46,0.05,53480
47,0.05,55472
48,0.05,55276
49,0.06,53116
50,0.06,55660
51,0.05,53616
52,0.05,53124
53,0.05,53232
54,0.06,55832
55,0.06,53232
56,0.05,55420
57,0.05,53200
58,0.06,55292
59,0.05,55668
60,0.06,53208
61,0.07,55976
62,0.07,53648
63,0.08,55788
64,0.06,53616
65,0.07,53328
66,0.08,56060
67,0.07,53228
68,0.07,56040
69,0.07,55664
70,0.07,55376
71,0.07,55416
72,0.06,53356
73,0.06,56168
74,0.06,55536
75,0.06,53488
76,0.06,56044
77,0.06,53396
78,0.08,53616
79,0.07,55704
80,0.11,52972
81,0.08,55812
82,0.06,40312
83,0.06,53232
84,0.06,55532
85,0.06,56028
86,0.06,53484
87,0.06,52968
88,0.06,53104
89,0.08,53072
90,0.07,56304
91,0.06,53356
92,0.06,53168
93,0.07,56172
94,0.08,53372
95,0.07,56300
96,0.06,53228
97,0.07,55620
98,0.08,56172
99,0.06,55288
100,0.07,56012
