Iteración,Tiempo(s),Memoria(KB)
1,0.06,53564
2,0.06,53756
3,0.06,53320
4,0.07,55292
5,0.06,53228
6,0.06,55928
7,0.06,56316
8,0.05,53244
9,0.06,39968
10,0.06,53116
11,0.06,53244
12,0.06,53160
13,0.08,55276
14,0.07,53488
15,0.09,55504
16,0.06,56044
17,0.06,55656
18,0.07,55660
19,0.06,53500
20,0.06,53380
21,0.06,55932
22,0.05,55672
23,0.06,53484
24,0.06,55916
25,0.07,55596
26,0.07,55712
27,0.06,55916
28,0.07,55400
29,0.06,53480
30,0.06,56068
31,0.05,55408
32,0.05,53500
33,0.06,56424
34,0.06,56228
35,0.05,40208
36,0.06,53228
37,0.07,55812
38,0.05,55660
39,0.06,56172
40,0.06,55620
41,0.07,55548
42,0.06,53500
43,0.06,53500
44,0.07,55664
45,0.05,53100
46,0.06,53240
47,0.05,55288
48,0.05,55420
49,0.05,53608
50,0.07,55548
51,0.06,53616
52,0.07,55912
53,0.07,55920
54,0.06,55748
55,0.06,53352
56,0.06,53244
57,0.06,56044
58,0.06,56040
59,0.07,56172
60,0.06,53616
61,0.06,53488
62,0.06,40572
63,0.06,55804
64,0.05,53372
65,0.05,53372
66,0.06,53368
67,0.05,53372
68,0.07,55804
69,0.05,53752
70,0.06,55272
71,0.06,55416
72,0.07,53492
73,0.06,53104
74,0.05,55676
75,0.07,55548
76,0.06,53244
77,0.06,55532
78,0.08,53500
79,0.06,53508
80,0.05,53380
81,0.06,56044
82,0.06,53356
83,0.05,55528
84,0.06,55812
85,0.10,55920
86,0.08,55916
87,0.07,55668
88,0.05,55548
89,0.06,53484
90,0.06,56176
91,0.05,53744
92,0.06,53168
93,0.06,53372
94,0.06,53612
95,0.07,55888
96,0.06,55292
97,0.06,56304
98,0.06,56188
99,0.07,56056
100,0.05,53612
