Iteración,Tiempo(s),Memoria(KB)
1,0.06,53356
2,0.09,55592
3,0.05,53496
4,0.06,53488
5,0.07,53100
6,0.06,53352
7,0.06,55660
8,0.06,53356
9,0.06,53456
10,0.05,53620
11,0.06,53680
12,0.06,53484
13,0.06,56176
14,0.06,53100
15,0.08,55056
16,0.06,40068
17,0.07,55700
18,0.06,53616
19,0.06,53508
20,0.07,56132
21,0.07,53500
22,0.06,55276
23,0.05,53212
24,0.06,55292
25,0.06,53124
26,0.06,55820
27,0.07,55548
28,0.06,40324
29,0.05,55932
30,0.06,53244
31,0.05,53244
32,0.05,53416
33,0.05,55888
34,0.05,53100
35,0.05,53372
36,0.05,55408
37,0.05,53500
38,0.06,53356
39,0.07,55712
40,0.06,55172
41,0.06,53356
42,0.06,56040
43,0.06,55804
44,0.05,53372
45,0.06,56188
46,0.06,56056
47,0.06,56048
48,0.06,55664
49,0.06,55656
50,0.05,56188
51,0.05,55420
52,0.06,56004
53,0.07,55664
54,0.05,55532
55,0.05,56308
56,0.07,55800
57,0.06,53304
58,0.05,53484
59,0.06,53468
60,0.06,55532
61,0.05,53372
62,0.05,53068
63,0.07,55504
64,0.05,55376
65,0.06,55164
66,0.05,53744
67,0.07,55940
68,0.06,56316
69,0.07,55912
70,0.06,55784
71,0.07,55804
72,0.06,53328
73,0.06,55916
74,0.06,53628
75,0.05,53488
76,0.06,55920
77,0.05,55792
78,0.06,53484
79,0.06,56388
80,0.06,53360
81,0.06,53000
82,0.05,53500
83,0.05,40572
84,0.07,55804
85,0.05,55540
86,0.07,55664
87,0.06,55804
88,0.10,55300
89,0.06,55656
90,0.06,55420
91,0.07,56436
92,0.06,55656
93,0.05,53372
94,0.06,53496
95,0.06,40432
96,0.06,55744
97,0.06,53116
98,0.06,56060
99,0.05,55528
100,0.05,53484
