Iteración,Tiempo(s),Memoria(KB)
1,0.06,56180
2,0.06,53356
3,0.06,54988
4,0.06,52860
5,0.08,55772
6,0.06,54768
7,0.06,55412
8,0.06,53480
9,0.06,56316
10,0.06,53608
11,0.06,55676
12,0.07,55804
13,0.06,56148
14,0.05,53100
15,0.05,55660
16,0.06,55788
17,0.06,56176
18,0.05,56188
19,0.05,53228
20,0.06,53244
21,0.06,53868
22,0.07,55800
23,0.06,53372
24,0.06,53516
25,0.06,56060
26,0.05,53456
27,0.05,55668
28,0.06,56168
29,0.06,53272
30,0.06,55916
31,0.07,55620
32,0.06,53356
33,0.06,53492
34,0.06,40296
35,0.08,56048
36,0.09,55804
37,0.06,53368
38,0.07,55928
39,0.06,56300
40,0.06,56044
41,0.07,53628
42,0.05,53116
43,0.06,53540
44,0.05,53068
45,0.06,55280
46,0.06,53380
47,0.06,56052
48,0.06,56176
49,0.06,53872
50,0.06,40436
51,0.05,53752
52,0.05,53356
53,0.07,55532
54,0.05,55664
55,0.05,53224
56,0.05,53116
57,0.06,56048
58,0.07,53484
59,0.07,53488
60,0.06,53292
61,0.06,55920
62,0.06,55888
63,0.07,55768
64,0.06,53232
65,0.06,53116
66,0.06,55404
67,0.06,53144
68,0.06,56316
69,0.06,53368
70,0.07,55664
71,0.06,53484
72,0.05,53608
73,0.07,56188
74,0.05,40300
75,0.09,53508
76,0.07,55788
77,0.06,53624
78,0.06,53116
79,0.06,56144
80,0.05,53496
81,0.06,55644
82,0.07,56044
83,0.06,53828
84,0.05,55532
85,0.06,53488
86,0.05,55536
87,0.06,56428
88,0.06,53596
89,0.05,55896
90,0.06,53360
91,0.06,56040
92,0.06,55536
93,0.06,56432
94,0.05,55528
95,0.06,53360
96,0.06,56172
97,0.06,53104
98,0.07,55920
99,0.06,55656
100,0.06,56056
