Iteración,Tiempo(s),Memoria(KB)
1,0.06,55536
2,0.07,55928
3,0.06,56040
4,0.06,56040
5,0.06,55916
6,0.06,53228
7,0.06,56308
8,0.05,53228
9,0.06,53372
10,0.06,53240
11,0.05,56312
12,0.06,55660
13,0.06,53060
14,0.07,53508
15,0.07,55548
16,0.06,52972
17,0.06,53616
18,0.06,56044
19,0.06,56188
20,0.06,56284
21,0.06,53068
22,0.06,56148
23,0.07,56016
24,0.07,55924
25,0.06,55792
26,0.07,55804
27,0.06,55592
28,0.06,55556
29,0.06,53572
30,0.06,56568
31,0.06,55272
32,0.06,53492
33,0.06,53108
34,0.06,55676
35,0.06,56068
36,0.06,56048
37,0.06,53228
38,0.06,53628
39,0.07,53508
40,0.07,53340
41,0.07,55920
42,0.05,53484
43,0.05,53340
44,0.05,55676
45,0.06,55912
46,0.05,55404
47,0.07,55548
48,0.06,55928
49,0.07,55804
50,0.05,55408
51,0.05,55548
52,0.05,55548
53,0.06,55676
54,0.06,52988
55,0.06,56044
56,0.06,53232
57,0.06,53500
58,0.06,56172
59,0.06,55536
60,0.06,56196
61,0.05,55772
62,0.06,53244
63,0.06,53228
64,0.07,53612
65,0.09,40168
66,0.06,55928
67,0.06,53484
68,0.06,55992
69,0.07,55764
70,0.06,55932
71,0.07,56188
72,0.06,55656
73,0.06,53612
74,0.05,55148
75,0.05,56172
76,0.06,53500
77,0.07,55808
78,0.06,53356
79,0.06,55640
80,0.05,55544
81,0.06,53368
82,0.07,56044
83,0.05,55532
84,0.06,56176
85,0.07,55932
86,0.05,53240
87,0.06,56176
88,0.07,53208
89,0.06,56012
90,0.07,55784
91,0.06,53356
92,0.06,55408
93,0.06,53616
94,0.07,55784
95,0.07,56040
96,0.05,53488
97,0.05,55548
98,0.06,53372
99,0.06,53456
100,0.06,53068
