Iteración,Tiempo(s),Memoria(KB)
1,0.06,53244
2,0.06,53488
3,0.06,55912
4,0.06,53068
5,0.07,56048
6,0.06,53380
7,0.05,53500
8,0.06,55916
9,0.05,55504
10,0.06,53636
11,0.06,53360
12,0.06,53236
13,0.07,56016
14,0.06,56172
15,0.06,53372
16,0.06,52736
17,0.06,53628
18,0.06,53228
19,0.06,53328
20,0.06,53108
21,0.06,55920
22,0.06,53508
23,0.06,53212
24,0.05,53228
25,0.07,55796
26,0.06,53244
27,0.07,56176
28,0.06,55932
29,0.06,40304
30,0.06,55792
31,0.06,55792
32,0.06,56316
33,0.06,55148
34,0.06,53496
35,0.07,55656
36,0.10,56052
37,0.07,56296
38,0.06,53508
39,0.07,55788
40,0.07,56312
41,0.05,55548
42,0.07,55928
43,0.07,55800
44,0.06,53104
45,0.05,55924
46,0.05,53616
47,0.06,56288
48,0.05,55928
49,0.05,55404
50,0.05,55548
51,0.07,55932
52,0.06,56432
53,0.06,53612
54,0.06,53356
55,0.06,56044
56,0.06,53496
57,0.06,53244
58,0.07,56304
59,0.06,56552
60,0.06,56296
61,0.06,53252
62,0.06,55804
63,0.06,53596
64,0.05,53372
65,0.05,55912
66,0.06,56176
67,0.06,56432
68,0.05,53876
69,0.06,53368
70,0.05,53356
71,0.06,53100
72,0.06,55548
73,0.06,53480
74,0.05,55916
75,0.06,55912
76,0.07,53608
77,0.06,53232
78,0.06,53232
79,0.05,55664
80,0.06,53108
81,0.06,53112
82,0.06,56168
83,0.06,53608
84,0.06,55676
85,0.05,53252
86,0.05,55292
87,0.05,53244
88,0.07,55932
89,0.06,55416
90,0.07,55668
91,0.05,56316
92,0.07,55784
93,0.07,55696
94,0.06,56180
95,0.07,55576
96,0.06,55920
97,0.05,53372
98,0.05,53104
99,0.06,53488
100,0.06,53740
