Iteración,Tiempo(s),Memoria(KB)
1,0.07,40772
2,0.06,55288
3,0.05,55676
4,0.07,53628
5,0.06,55624
6,0.06,55516
7,0.05,53356
8,0.05,56044
9,0.06,55672
10,0.06,53124
11,0.06,55540
12,0.05,40172
13,0.07,56056
14,0.06,53196
15,0.06,53240
16,0.06,53372
17,0.06,56060
18,0.06,55532
19,0.07,56148
20,0.06,56048
21,0.06,53236
22,0.05,53612
23,0.07,55912
24,0.06,53616
25,0.05,40176
26,0.05,56184
27,0.06,53200
28,0.07,56044
29,0.06,53232
30,0.05,55404
31,0.06,40304
32,0.06,53116
33,0.06,53496
34,0.05,53364
35,0.06,56316
36,0.06,55920
37,0.07,56196
38,0.06,53356
39,0.06,53324
40,0.06,56176
41,0.06,55408
42,0.06,53364
43,0.07,53584
44,0.07,55784
45,0.06,53104
46,0.05,53232
47,0.06,56188
48,0.07,55924
49,0.07,55912
50,0.06,56172
51,0.05,56316
52,0.06,53104
53,0.06,55536
54,0.06,52980
55,0.07,56060
56,0.08,53100
57,0.06,40188
58,0.07,55184
59,0.06,53888
60,0.06,55920
61,0.06,55928
62,0.06,56060
63,0.05,52848
64,0.05,53500
65,0.06,53244
66,0.06,56308
67,0.07,56172
68,0.07,55932
69,0.06,56040
70,0.07,56184
71,0.06,56300
72,0.06,56052
73,0.06,53100
74,0.07,56048
75,0.07,55664
76,0.05,55272
77,0.05,53372
78,0.06,55552
79,0.06,56044
80,0.07,55660
81,0.06,55376
82,0.07,55916
83,0.06,53352
84,0.05,55196
85,0.07,55920
86,0.06,53372
87,0.06,52888
88,0.05,55248
89,0.06,53232
90,0.05,53368
91,0.05,56176
92,0.06,53316
93,0.05,55532
94,0.07,55724
95,0.05,55292
96,0.06,40388
97,0.07,56300
98,0.06,56168
99,0.07,55456
100,0.05,53244
