Iteración,Tiempo(s),Memoria(KB)
1,0.06,53488
2,0.07,56016
3,0.06,53244
4,0.06,53520
5,0.07,53408
6,0.07,56188
7,0.08,55932
8,0.08,56316
9,0.05,55548
10,0.06,53112
11,0.06,55660
12,0.07,55628
13,0.07,55148
14,0.08,53488
15,0.06,53460
16,0.07,53508
17,0.06,56196
18,0.07,53244
19,0.06,55804
20,0.06,53364
21,0.06,53488
22,0.06,53380
23,0.06,55536
24,0.07,55932
25,0.05,53484
26,0.06,55280
27,0.06,53360
28,0.07,56236
29,0.07,56052
30,0.05,53748
31,0.06,55928
32,0.06,55912
33,0.06,53004
34,0.06,53612
35,0.09,56060
36,0.06,56172
37,0.06,55156
38,0.06,55536
39,0.06,53372
40,0.06,55884
41,0.06,55976
42,0.06,55676
43,0.05,40428
44,0.05,56188
45,0.06,56176
46,0.06,56044
47,0.06,55404
48,0.05,56040
49,0.05,56184
50,0.07,55940
51,0.06,53316
52,0.06,53488
53,0.07,55404
54,0.05,53356
55,0.06,53324
56,0.05,53500
57,0.06,55760
58,0.06,55804
59,0.05,53488
60,0.06,53188
61,0.05,53500
62,0.06,56044
63,0.07,55792
64,0.05,55664
65,0.07,56048
66,0.07,55788
67,0.05,53104
68,0.06,53452
69,0.06,53108
70,0.08,55504
71,0.07,56124
72,0.06,55152
73,0.07,53508
74,0.06,56304
75,0.07,55288
76,0.07,53360
77,0.06,56068
78,0.07,55044
79,0.08,53380
80,0.07,56144
81,0.06,55152
82,0.06,56316
83,0.07,56324
84,0.07,53356
85,0.06,56048
86,0.06,53500
87,0.07,55800
88,0.06,55788
89,0.06,56572
90,0.06,53364
91,0.08,55356
92,0.06,53448
93,0.07,53244
94,0.06,53108
95,0.06,56172
96,0.06,55912
97,0.05,55408
98,0.07,56056
99,0.05,53616
100,0.06,53608
