Iteración,Tiempo(s),Memoria(KB)
1,0.06,53612
2,0.07,53328
3,0.06,53360
4,0.05,53488
5,0.07,53484
6,0.07,53124
7,0.06,55408
8,0.07,56044
9,0.07,55440
10,0.06,55940
11,0.06,53252
12,0.07,56188
13,0.06,53628
14,0.06,53612
15,0.06,55916
16,0.07,53360
17,0.07,56188
18,0.06,53360
19,0.06,53484
20,0.07,53296
21,0.07,53480
22,0.06,56060
23,0.06,55788
24,0.07,55940
25,0.06,52984
26,0.06,53232
27,0.06,55408
28,0.06,56048
29,0.07,55920
30,0.07,56444
31,0.05,53232
32,0.05,55404
33,0.05,53372
34,0.06,55676
35,0.06,55800
36,0.06,55804
37,0.07,56052
38,0.07,53228
39,0.06,55668
40,0.06,53372
41,0.06,52848
42,0.06,55500
43,0.06,56048
44,0.06,53480
45,0.06,53224
46,0.06,53500
47,0.05,53368
48,0.06,53232
49,0.06,56440
50,0.05,53612
51,0.05,55792
52,0.05,53244
53,0.06,53244
54,0.05,53740
55,0.06,52976
56,0.05,53616
57,0.07,55412
58,0.08,55932
59,0.09,55684
60,0.05,53372
61,0.07,55804
62,0.05,53252
63,0.06,55536
64,0.06,55532
65,0.06,56048
66,0.06,53356
67,0.06,53996
68,0.07,53496
69,0.08,56316
70,0.07,53484
71,0.05,55800
72,0.06,53244
73,0.07,53756
74,0.06,53380
75,0.06,53116
76,0.05,53244
77,0.07,56556
78,0.06,56048
79,0.07,56056
80,0.07,55540
81,0.08,55932
82,0.06,56428
83,0.07,55668
84,0.06,55792
85,0.07,40176
86,0.06,56168
87,0.07,56176
88,0.06,56036
89,0.05,53488
90,0.06,53352
91,0.06,53624
92,0.06,53484
93,0.07,55676
94,0.06,56176
95,0.06,56308
96,0.06,55920
97,0.06,55804
98,0.06,53500
99,0.06,53612
100,0.06,53548
