Iteración,Tiempo(s),Memoria(KB)
1,0.06,53344
2,0.06,55920
3,0.06,53364
4,0.05,55548
5,0.06,53192
6,0.08,55916
7,0.06,53224
8,0.07,55640
9,0.06,56172
10,0.06,55916
11,0.06,55660
12,0.07,53484
13,0.06,53232
14,0.06,56168
15,0.07,55920
16,0.07,55544
17,0.06,56048
18,0.06,53372
19,0.07,55504
20,0.06,53612
21,0.06,56172
22,0.07,53364
23,0.07,53156
24,0.06,53360
25,0.07,53360
26,0.07,55660
27,0.06,55672
28,0.07,55932
29,0.08,56184
30,0.06,55756
31,0.07,56048
32,0.06,53368
33,0.06,53360
34,0.06,53496
35,0.06,55796
36,0.06,55932
37,0.06,53356
38,0.07,53228
39,0.06,53228
40,0.05,55536
41,0.06,53232
42,0.05,53456
43,0.06,53244
44,0.07,56560
45,0.06,55784
46,0.06,55416
47,0.05,53488
48,0.07,56428
49,0.06,56172
50,0.06,55400
51,0.05,55536
52,0.06,56056
53,0.06,52996
54,0.05,55812
55,0.06,53488
56,0.06,56172
57,0.06,56316
58,0.06,55464
59,0.06,55664
60,0.05,53864
61,0.06,53352
62,0.05,53116
63,0.06,56312
64,0.06,53360
65,0.06,55156
66,0.10,56436
67,0.06,56172
68,0.06,56060
69,0.06,56168
70,0.06,52988
71,0.06,53224
72,0.07,55784
73,0.05,55832
74,0.06,56308
75,0.06,53364
76,0.07,53364
77,0.07,55916
78,0.06,53756
79,0.07,53356
80,0.07,55920
81,0.05,53376
82,0.07,56132
83,0.05,53416
84,0.05,56016
85,0.06,53356
86,0.05,53608
87,0.08,53292
88,0.07,55660
89,0.08,55916
90,0.06,55800
91,0.06,53232
92,0.05,55420
93,0.06,53368
94,0.06,55468
95,0.06,56168
96,0.06,55544
97,0.06,55548
98,0.06,55408
99,0.06,55668
100,0.06,55664
