Iteración,Tiempo(s),Memoria(KB)
1,0.06,56204
2,0.07,55532
3,0.06,53028
4,0.05,53244
5,0.07,55820
6,0.06,56176
7,0.07,56300
8,0.08,53500
9,0.06,53756
10,0.05,53244
11,0.05,55420
12,0.05,53292
13,0.06,53356
14,0.06,53136
15,0.08,55932
16,0.06,53368
17,0.07,55788
18,0.07,55660
19,0.06,53232
20,0.06,56144
21,0.06,53244
22,0.06,53452
23,0.06,53244
24,0.06,55540
25,0.06,53488
26,0.06,55796
27,0.06,55920
28,0.06,53452
29,0.08,55536
30,0.07,55964
31,0.06,53356
32,0.06,40308
33,0.06,53500
34,0.07,53500
35,0.07,56184
36,0.06,53372
37,0.07,53360
38,0.06,53372
39,0.07,55784
40,0.07,56044
41,0.05,53616
42,0.06,55676
43,0.07,55544
44,0.06,55548
45,0.06,53472
46,0.08,55740
47,0.06,55932
48,0.05,55804
49,0.05,55432
50,0.06,53244
51,0.05,55800
52,0.06,53764
53,0.07,53484
54,0.07,55404
55,0.07,56044
56,0.06,55996
57,0.07,56060
58,0.06,55804
59,0.07,55832
60,0.07,53360
61,0.05,55528
62,0.06,53316
63,0.06,55676
64,0.05,55536
65,0.06,53484
66,0.07,55628
67,0.09,55976
68,0.05,53488
69,0.06,55804
70,0.06,53608
71,0.06,53476
72,0.06,53364
73,0.05,55420
74,0.06,53864
75,0.07,56060
76,0.05,55912
77,0.06,56180
78,0.07,53480
79,0.06,53480
80,0.06,56048
81,0.07,55804
82,0.05,52972
83,0.05,53480
84,0.06,55548
85,0.06,56316
86,0.07,56172
87,0.06,56044
88,0.05,53700
89,0.05,53200
90,0.06,56296
91,0.06,55804
92,0.06,53240
93,0.06,55640
94,0.06,53124
95,0.06,55784
96,0.06,55676
97,0.05,53360
98,0.05,55532
99,0.06,53236
100,0.05,55748
