Iteración,Tiempo(s),Memoria(KB)
1,0.06,56044
2,0.06,56060
3,0.07,56044
4,0.08,55668
5,0.07,53180
6,0.07,55672
7,0.06,53752
8,0.05,55660
9,0.07,55676
10,0.06,53372
11,0.06,55804
12,0.06,40560
13,0.06,56188
14,0.07,53360
15,0.06,53356
16,0.08,55804
17,0.06,55792
18,0.06,55952
19,0.06,55436
20,0.06,53356
21,0.06,53116
22,0.06,55804
23,0.06,53244
24,0.06,53352
25,0.06,55792
26,0.07,56188
27,0.06,56188
28,0.06,56168
29,0.06,55980
30,0.07,55276
31,0.05,53488
32,0.06,53500
33,0.06,56060
34,0.06,53488
35,0.06,55672
36,0.07,56188
37,0.07,55668
38,0.06,55436
39,0.05,53232
40,0.06,53360
41,0.05,55424
42,0.07,55676
43,0.08,55520
44,0.06,56172
45,0.07,56048
46,0.07,56424
47,0.07,55792
48,0.07,53356
49,0.05,53624
50,0.07,55940
51,0.06,53756
52,0.06,56044
53,0.06,56044
54,0.07,56060
55,0.07,56172
56,0.05,55796
57,0.06,56056
58,0.06,55292
59,0.05,55768
60,0.06,55676
61,0.06,55664
62,0.06,54972
63,0.06,56428
64,0.05,53624
65,0.06,52972
66,0.06,55660
67,0.05,55796
68,0.05,40184
69,0.07,56040
70,0.06,53372
71,0.06,53124
72,0.06,55932
73,0.06,56188
74,0.06,55036
75,0.06,56188
76,0.06,40316
77,0.06,52972
78,0.06,56176
79,0.06,56412
80,0.07,55644
81,0.07,55916
82,0.06,53352
83,0.06,56040
84,0.06,54928
85,0.06,53360
86,0.05,53360
87,0.07,55668
88,0.06,55912
89,0.06,55768
90,0.06,55668
91,0.05,53500
92,0.07,55916
93,0.06,53064
94,0.06,55676
95,0.11,56056
96,0.06,55932
97,0.06,56176
98,0.06,53500
99,0.06,53480
100,0.08,53480
