Iteración,Tiempo(s),Memoria(KB)
1,0.07,55924
2,0.07,56364
3,0.06,55792
4,0.06,56200
5,0.06,55800
6,0.07,55784
7,0.06,56188
8,0.06,56152
9,0.06,55664
10,0.08,56940
11,0.08,56572
12,0.07,56060
13,0.07,56312
14,0.06,55748
15,0.08,55908
16,0.07,56560
17,0.07,55800
18,0.06,55536
19,0.06,55536
20,0.07,55788
21,0.06,56300
22,0.07,56444
23,0.07,56820
24,0.06,55920
25,0.07,56040
26,0.06,56176
27,0.06,55536
28,0.07,56240
29,0.07,56316
30,0.06,55912
31,0.07,56552
32,0.06,56428
33,0.06,56144
34,0.07,56940
35,0.06,56528
36,0.06,56304
37,0.07,55960
38,0.07,55784
39,0.07,56568
40,0.06,55792
41,0.06,55548
42,0.07,56168
43,0.05,55672
44,0.07,56820
45,0.07,55920
46,0.05,55532
47,0.06,56208
48,0.09,55484
49,0.07,56424
50,0.06,56172
51,0.07,56188
52,0.07,54652
53,0.06,56444
54,0.07,56048
55,0.07,55932
56,0.06,56424
57,0.07,55556
58,0.06,56428
59,0.05,55660
60,0.06,56564
61,0.08,55804
62,0.07,55924
63,0.07,53492
64,0.05,55532
65,0.06,55532
66,0.06,56184
67,0.07,56188
68,0.06,56312
69,0.06,55920
70,0.06,55792
71,0.06,56428
72,0.07,56700
73,0.06,56688
74,0.06,56848
75,0.07,56816
76,0.06,53744
77,0.07,55760
78,0.07,55932
79,0.06,55804
80,0.06,56432
81,0.06,55788
82,0.06,56112
83,0.06,56140
84,0.06,56572
85,0.07,56976
86,0.06,55916
87,0.05,55404
88,0.07,55792
89,0.06,55924
90,0.06,55788
91,0.06,55664
92,0.05,55548
93,0.05,55804
94,0.06,56816
95,0.06,56396
96,0.07,56168
97,0.07,56700
98,0.06,55704
99,0.06,55412
100,0.06,55312
