Iteración,Tiempo(s),Memoria(KB)
1,0.06,56688
2,0.06,56068
3,0.07,55784
4,0.07,56188
5,0.06,56424
6,0.06,56312
7,0.06,56424
8,0.06,56808
9,0.07,56700
10,0.06,55548
11,0.06,56428
12,0.06,53456
13,0.07,55916
14,0.07,55544
15,0.07,55376
16,0.07,55556
17,0.07,57080
18,0.05,55272
19,0.05,55420
20,0.07,56324
21,0.06,55532
22,0.06,56944
23,0.07,55804
24,0.06,55520
25,0.06,56304
26,0.07,56400
27,0.06,55764
28,0.06,55792
29,0.05,55556
30,0.07,56304
31,0.08,56324
32,0.07,55800
33,0.06,55932
34,0.07,56020
35,0.06,56152
36,0.06,56424
37,0.06,55420
38,0.08,55804
39,0.06,56428
40,0.06,56304
41,0.05,55792
42,0.07,55676
43,0.07,56816
44,0.06,56440
45,0.06,56556
46,0.05,56296
47,0.06,56656
48,0.07,55784
49,0.07,56300
50,0.07,55796
51,0.06,55420
52,0.06,56052
53,0.11,55800
54,0.06,56048
55,0.06,55600
56,0.05,55932
57,0.07,55632
58,0.06,56688
59,0.06,55916
60,0.07,56824
61,0.09,56572
62,0.07,56700
63,0.07,56308
64,0.07,55664
65,0.06,57324
66,0.06,56044
67,0.07,56676
68,0.07,55932
69,0.06,55620
70,0.07,56188
71,0.05,56048
72,0.05,55656
73,0.07,56304
74,0.06,56272
75,0.07,56176
76,0.06,55164
77,0.08,55940
78,0.06,55648
79,0.06,56188
80,0.06,55920
81,0.06,56432
82,0.06,55640
83,0.07,55816
84,0.06,56444
85,0.06,55632
86,0.07,56304
87,0.06,56056
88,0.06,55420
89,0.06,56044
90,0.06,56316
91,0.06,56560
92,0.06,55128
93,0.08,58088
94,0.06,56044
95,0.05,55416
96,0.06,55788
97,0.06,56564
98,0.07,55932
99,0.06,56080
100,0.06,53356
