Iteración,Tiempo(s),Memoria(KB)
1,0.07,53368
2,0.07,55924
3,0.07,55388
4,0.07,55916
5,0.06,55536
6,0.06,55684
7,0.07,55804
8,0.06,56560
9,0.06,55532
10,0.05,55676
11,0.07,56572
12,0.06,56392
13,0.06,56272
14,0.07,55996
15,0.07,57120
16,0.06,55556
17,0.07,56540
18,0.06,56188
19,0.06,56324
20,0.06,56176
21,0.06,56060
22,0.07,56052
23,0.06,55408
24,0.07,55672
25,0.06,56176
26,0.06,55256
27,0.07,55748
28,0.07,56176
29,0.08,56300
30,0.06,55544
31,0.07,55664
32,0.06,56296
33,0.06,56040
34,0.07,56300
35,0.06,56308
36,0.07,57092
37,0.06,56648
38,0.07,55916
39,0.06,56432
40,0.06,56272
41,0.07,56068
42,0.06,56952
43,0.06,56188
44,0.05,56096
45,0.05,55804
46,0.07,57084
47,0.07,56944
48,0.07,56692
49,0.07,55932
50,0.07,55676
51,0.07,55712
52,0.06,55516
53,0.06,55928
54,0.07,56172
55,0.06,55664
56,0.07,55932
57,0.06,53740
58,0.06,56180
59,0.06,55932
60,0.06,56160
61,0.06,56828
62,0.07,56068
63,0.06,56432
64,0.05,56300
65,0.06,55912
66,0.07,53840
67,0.06,56060
68,0.06,56068
69,0.07,56040
70,0.05,55664
71,0.06,56180
72,0.06,56700
73,0.06,55532
74,0.06,56304
75,0.05,55300
76,0.07,56048
77,0.06,53592
78,0.06,53996
79,0.06,55800
80,0.05,55788
81,0.06,56168
82,0.06,55788
83,0.05,55516
84,0.06,56568
85,0.07,55804
86,0.05,55660
87,0.06,55920
88,0.06,55684
89,0.07,55548
90,0.06,55920
91,0.06,56272
92,0.07,55676
93,0.06,56176
94,0.06,56444
95,0.06,55804
96,0.07,56560
97,0.06,55916
98,0.07,56052
99,0.06,55660
100,0.06,56680
