Iteración,Tiempo(s),Memoria(KB)
1,0.06,56316
2,0.06,55920
3,0.07,53444
4,0.07,55800
5,0.06,56300
6,0.06,55632
7,0.07,55816
8,0.08,57036
9,0.08,56044
10,0.07,55492
11,0.06,56688
12,0.06,56272
13,0.06,56684
14,0.06,54652
15,0.07,55916
16,0.07,56408
17,0.06,56060
18,0.06,55420
19,0.06,55664
20,0.06,56556
21,0.07,55940
22,0.06,56316
23,0.06,56260
24,0.06,56316
25,0.07,56828
26,0.07,56316
27,0.06,56300
28,0.06,55536
29,0.08,56060
30,0.06,56572
31,0.06,55916
32,0.07,53612
33,0.08,56816
34,0.07,56316
35,0.06,56692
36,0.07,56152
37,0.06,56044
38,0.07,55664
39,0.07,55932
40,0.06,55792
41,0.06,55668
42,0.06,56688
43,0.06,56144
44,0.11,56432
45,0.06,56296
46,0.07,56308
47,0.06,56048
48,0.07,56720
49,0.06,55792
50,0.06,55940
51,0.07,55932
52,0.06,55788
53,0.06,56572
54,0.07,53628
55,0.06,56560
56,0.06,55800
57,0.06,56700
58,0.06,55676
59,0.06,56304
60,0.06,56056
61,0.07,56172
62,0.08,56700
63,0.07,56700
64,0.06,55796
65,0.07,55532
66,0.06,53356
67,0.06,56060
68,0.06,56188
69,0.06,55788
70,0.06,56188
71,0.06,56692
72,0.06,56208
73,0.07,55684
74,0.07,56144
75,0.06,55668
76,0.07,56044
77,0.07,55668
78,0.08,56304
79,0.06,55536
80,0.07,56044
81,0.07,57072
82,0.06,55916
83,0.07,55660
84,0.10,56316
85,0.06,56572
86,0.07,56440
87,0.06,53580
88,0.07,56428
89,0.06,56304
90,0.07,55800
91,0.06,55844
92,0.07,56048
93,0.05,55792
94,0.07,56564
95,0.07,56424
96,0.06,56148
97,0.07,55704
98,0.09,55920
99,0.06,53884
100,0.06,56188
