Iteración,Tiempo(s),Memoria(KB)
1,0.06,55284
2,0.06,53376
3,0.06,53372
4,0.06,53368
5,0.06,53116
6,0.06,56268
7,0.06,56060
8,0.06,53744
9,0.06,53484
10,0.08,56048
11,0.06,55324
12,0.06,55144
13,0.07,55916
14,0.06,53096
15,0.07,53624
16,0.07,56304
17,0.07,53104
18,0.07,53392
19,0.07,55492
20,0.06,54768
21,0.06,53236
22,0.06,56400
23,0.06,53232
24,0.05,56300
25,0.06,56068
26,0.06,53228
27,0.06,55916
28,0.05,55788
29,0.06,55916
30,0.06,55908
31,0.05,55788
32,0.06,55420
33,0.05,56056
34,0.05,53372
35,0.06,53500
36,0.06,52988
37,0.06,55684
38,0.06,53488
39,0.06,53356
40,0.06,53608
41,0.05,55660
42,0.06,55928
43,0.05,55488
44,0.06,56188
45,0.06,56176
46,0.06,55792
47,0.06,56076
48,0.06,53628
49,0.06,53124
50,0.05,53108
51,0.06,53616
52,0.07,53212
53,0.05,40432
54,0.09,55108
55,0.06,55692
56,0.06,53488
57,0.07,53068
58,0.06,55788
59,0.05,55548
60,0.05,53492
61,0.06,40440
62,0.07,55544
63,0.06,56440
64,0.06,55932
65,0.07,53328
66,0.06,53364
67,0.07,56044
68,0.06,56180
69,0.06,53100
70,0.06,53232
71,0.05,53112
72,0.05,53756
73,0.05,55656
74,0.06,55756
75,0.06,55932
76,0.07,56060
77,0.05,55676
78,0.07,55508
79,0.06,55540
80,0.06,53360
81,0.07,53356
82,0.07,53444
83,0.05,55792
84,0.06,53616
85,0.05,53628
86,0.07,56184
87,0.07,56044
88,0.07,55932
89,0.06,53484
90,0.05,53492
91,0.06,53488
92,0.05,53360
93,0.06,55796
94,0.07,55804
95,0.05,53492
96,0.06,53492
97,0.05,55664
98,0.06,53228
99,0.06,56140
100,0.06,56176
