Iteración,Tiempo(s),Memoria(KB)
1,0.08,53236
2,0.13,54916
3,0.08,52988
4,0.08,52868
5,0.06,53636
6,0.08,56188
7,0.09,53488
8,0.07,53448
9,0.07,53428
10,0.08,56044
11,0.09,53636
12,0.09,53380
13,0.07,55812
14,0.11,56040
15,0.09,56424
16,0.11,55468
17,0.10,56680
18,0.15,56060
19,0.10,53400
20,0.09,53124
21,0.10,55232
22,0.09,53244
23,0.07,55888
24,0.06,55244
25,0.06,55788
26,0.07,56052
27,0.09,53360
28,0.06,53480
29,0.07,53380
30,0.05,55932
31,0.06,55664
32,0.05,56060
33,0.06,55528
34,0.05,55544
35,0.06,55548
36,0.07,56172
37,0.06,53500
38,0.06,53740
39,0.07,55656
40,0.07,53580
41,0.06,54012
42,0.06,55400
43,0.06,53572
44,0.07,55660
45,0.06,53616
46,0.05,56304
47,0.05,53200
48,0.06,53744
49,0.07,53372
50,0.07,53232
51,0.07,54908
52,0.07,55292
53,0.06,53360
54,0.07,40428
55,0.05,53308
56,0.06,56052
57,0.06,55800
58,0.05,53372
59,0.06,53360
60,0.06,55544
61,0.06,56188
62,0.06,53232
63,0.06,55020
64,0.05,55888
65,0.07,53504
66,0.06,53488
67,0.07,53488
68,0.06,56176
69,0.05,55788
70,0.05,53356
71,0.07,53740
72,0.06,55788
73,0.05,53112
74,0.06,53124
75,0.06,56044
76,0.07,56040
77,0.06,53616
78,0.05,55660
79,0.07,56180
80,0.06,53616
81,0.06,40552
82,0.09,56176
83,0.05,55792
84,0.06,56176
85,0.05,54908
86,0.06,55788
87,0.07,53352
88,0.07,56044
89,0.07,55548
90,0.09,53456
91,0.07,53372
92,0.07,56172
93,0.06,53616
94,0.07,55412
95,0.06,53200
96,0.05,55804
97,0.07,56316
98,0.06,53228
99,0.06,53608
100,0.06,53740
