Iteración,Tiempo(s),Memoria(KB)
1,0.05,53328
2,0.06,53372
3,0.05,56176
4,0.06,53240
5,0.06,53244
6,0.06,55532
7,0.07,55416
8,0.07,55800
9,0.06,40428
10,0.06,53484
11,0.06,53488
12,0.06,53616
13,0.06,55276
14,0.07,56068
15,0.06,55672
16,0.06,53232
17,0.06,53352
18,0.06,55676
19,0.06,55620
20,0.06,55940
21,0.07,55428
22,0.07,55932
23,0.08,55548
24,0.05,55436
25,0.07,56176
26,0.06,53232
27,0.06,53628
28,0.06,56016
29,0.06,55540
30,0.05,55408
31,0.07,56272
32,0.05,55676
33,0.06,55940
34,0.07,55916
35,0.07,55920
36,0.06,55664
37,0.05,53232
38,0.07,55912
39,0.06,53036
40,0.06,52972
41,0.06,55336
42,0.06,53184
43,0.07,55792
44,0.08,53292
45,0.06,53492
46,0.06,56176
47,0.05,55144
48,0.05,53324
49,0.06,53756
50,0.07,56316
51,0.06,53232
52,0.06,55932
53,0.06,53620
54,0.05,55784
55,0.07,56052
56,0.05,55556
57,0.05,55408
58,0.06,55712
59,0.06,53488
60,0.05,55292
61,0.06,55916
62,0.06,53420
63,0.07,55792
64,0.06,55672
65,0.06,55404
66,0.06,55804
67,0.05,53228
68,0.07,55664
69,0.06,53360
70,0.07,55932
71,0.07,55924
72,0.06,56048
73,0.05,53484
74,0.08,56176
75,0.07,56560
76,0.07,56040
77,0.06,53368
78,0.06,53232
79,0.05,53628
80,0.06,55672
81,0.05,55540
82,0.07,55696
83,0.05,53356
84,0.05,53360
85,0.05,55404
86,0.06,55436
87,0.07,56296
88,0.06,55928
89,0.07,56044
90,0.07,55932
91,0.06,56060
92,0.07,53356
93,0.06,56560
94,0.06,55548
95,0.05,53100
96,0.06,53484
97,0.06,53244
98,0.06,52936
99,0.05,56316
100,0.06,55916
