Iteración,Tiempo(s),Memoria(KB)
1,0.06,55532
2,0.06,53572
3,0.06,55292
4,0.07,53400
5,0.06,53488
6,0.06,53480
7,0.07,53196
8,0.06,53312
9,0.06,53360
10,0.07,55784
11,0.06,53104
12,0.06,55536
13,0.06,55664
14,0.06,56188
15,0.06,53372
16,0.07,53464
17,0.06,55540
18,0.06,53624
19,0.06,53612
20,0.07,53496
21,0.08,55792
22,0.05,53612
23,0.06,55656
24,0.05,55812
25,0.06,53236
26,0.06,53368
27,0.06,55660
28,0.05,55660
29,0.07,55884
30,0.06,53232
31,0.06,55920
32,0.06,53500
33,0.06,55592
34,0.05,53104
35,0.05,55920
36,0.05,53236
37,0.07,53600
38,0.05,53100
39,0.06,53224
40,0.07,55884
41,0.06,53752
42,0.06,55656
43,0.07,53372
44,0.06,55740
45,0.06,53240
46,0.06,53628
47,0.06,56188
48,0.06,55672
49,0.05,55672
50,0.07,55916
51,0.06,55668
52,0.06,53372
53,0.05,55668
54,0.05,56044
55,0.06,56164
56,0.05,55664
57,0.07,55672
58,0.06,53484
59,0.05,53360
60,0.05,56044
61,0.05,55532
62,0.06,55528
63,0.05,53372
64,0.06,53488
65,0.06,56060
66,0.05,55404
67,0.07,56084
68,0.06,53232
69,0.05,53492
70,0.06,56260
71,0.05,55852
72,0.06,53484
73,0.05,55288
74,0.06,55624
75,0.06,52780
76,0.06,56044
77,0.06,56196
78,0.06,56044
79,0.06,55796
80,0.05,55668
81,0.06,53492
82,0.06,56188
83,0.07,53236
84,0.07,56172
85,0.07,55916
86,0.06,55800
87,0.07,56296
88,0.07,53360
89,0.05,53360
90,0.07,55676
91,0.07,55540
92,0.07,55788
93,0.05,55800
94,0.05,55408
95,0.06,56072
96,0.05,40188
97,0.06,53100
98,0.06,53356
99,0.06,55656
100,0.06,53252
