Iteración,Tiempo(s),Memoria(KB)
1,0.05,53380
2,0.06,53104
3,0.06,55924
4,0.07,56172
5,0.06,53360
6,0.06,55804
7,0.05,55720
8,0.06,53644
9,0.07,55664
10,0.06,53232
11,0.06,53500
12,0.06,53360
13,0.06,53480
14,0.06,55016
15,0.06,56060
16,0.07,56312
17,0.07,56032
18,0.06,55660
19,0.06,55036
20,0.06,53380
21,0.06,53244
22,0.06,53356
23,0.06,53360
24,0.06,55800
25,0.06,53240
26,0.06,53368
27,0.05,55420
28,0.05,53500
29,0.07,55788
30,0.06,53244
31,0.06,53616
32,0.05,55280
33,0.05,55676
34,0.05,56052
35,0.07,55804
36,0.07,55656
37,0.05,52844
38,0.06,53736
39,0.06,55408
40,0.06,55896
41,0.06,55912
42,0.06,53616
43,0.06,53612
44,0.07,53452
45,0.06,53356
46,0.06,53360
47,0.05,55408
48,0.06,56060
49,0.07,55792
50,0.05,56060
51,0.07,56080
52,0.05,53488
53,0.06,56052
54,0.05,53180
55,0.06,55912
56,0.06,55928
57,0.06,56228
58,0.05,55548
59,0.06,56048
60,0.07,53320
61,0.06,53488
62,0.06,55924
63,0.05,56184
64,0.06,56048
65,0.05,55364
66,0.06,53484
67,0.06,55700
68,0.06,55676
69,0.05,55296
70,0.05,55664
71,0.05,55544
72,0.06,53628
73,0.06,53136
74,0.06,55672
75,0.06,53372
76,0.05,55800
77,0.07,56176
78,0.06,56004
79,0.06,53236
80,0.06,55656
81,0.06,53192
82,0.06,55792
83,0.09,56196
84,0.08,56104
85,0.06,53372
86,0.05,53508
87,0.06,53228
88,0.06,53096
89,0.05,55540
90,0.06,53100
91,0.06,53364
92,0.06,53356
93,0.05,53208
94,0.07,56060
95,0.05,55440
96,0.06,55792
97,0.05,55548
98,0.07,55660
99,0.06,56188
100,0.06,53396
