Iteración,Tiempo(s),Memoria(KB)
1,0.06,56168
2,0.08,55300
3,0.08,53252
4,0.06,55912
5,0.06,53244
6,0.07,53356
7,0.07,55536
8,0.07,53228
9,0.05,55540
10,0.07,56188
11,0.07,55660
12,0.06,53628
13,0.05,55664
14,0.05,55788
15,0.07,56176
16,0.06,53236
17,0.05,55388
18,0.07,56060
19,0.05,55916
20,0.06,56172
21,0.06,56176
22,0.06,53488
23,0.06,56176
24,0.06,53188
25,0.06,55804
26,0.07,55800
27,0.07,56044
28,0.06,55916
29,0.06,53260
30,0.06,53372
31,0.05,53496
32,0.06,55916
33,0.06,55920
34,0.07,53500
35,0.06,56048
36,0.07,53356
37,0.06,55536
38,0.05,53500
39,0.06,55660
40,0.05,55532
41,0.06,55660
42,0.06,55916
43,0.07,55548
44,0.06,53116
45,0.06,55916
46,0.07,53292
47,0.06,55788
48,0.05,55404
49,0.05,55660
50,0.07,53756
51,0.06,53500
52,0.07,53360
53,0.06,56176
54,0.06,53112
55,0.05,53228
56,0.06,53232
57,0.06,56048
58,0.06,55684
59,0.05,53372
60,0.06,53500
61,0.08,56152
62,0.06,53360
63,0.06,55408
64,0.08,53348
65,0.06,55888
66,0.06,53344
67,0.06,53116
68,0.06,55664
69,0.06,55408
70,0.06,55804
71,0.06,53484
72,0.06,55788
73,0.06,53612
74,0.08,55256
75,0.05,55556
76,0.06,53608
77,0.07,55664
78,0.06,53116
79,0.05,53488
80,0.05,56044
81,0.07,56060
82,0.05,53372
83,0.06,56004
84,0.06,55932
85,0.05,55420
86,0.06,55916
87,0.06,55632
88,0.06,53484
89,0.05,55404
90,0.06,55788
91,0.07,55924
92,0.07,55632
93,0.06,53096
94,0.07,56172
95,0.05,55664
96,0.06,53360
97,0.05,55664
98,0.05,53508
99,0.06,56044
100,0.07,55792
