Iteración,Tiempo(s),Memoria(KB)
1,0.07,52848
2,0.05,53596
3,0.05,56048
4,0.06,55812
5,0.07,56012
6,0.07,55792
7,0.06,55796
8,0.06,55804
9,0.06,55420
10,0.06,53472
11,0.06,55468
12,0.06,53104
13,0.06,53232
14,0.06,56300
15,0.07,55796
16,0.06,55920
17,0.06,55504
18,0.06,55548
19,0.06,56060
20,0.06,53368
21,0.06,55788
22,0.07,53252
23,0.07,53488
24,0.07,55856
25,0.06,53124
26,0.06,55920
27,0.05,55504
28,0.05,53224
29,0.06,55920
30,0.06,53228
31,0.06,53500
32,0.06,55548
33,0.06,55672
34,0.06,55920
35,0.06,55804
36,0.05,53372
37,0.06,53488
38,0.05,55536
39,0.05,55804
40,0.06,56316
41,0.06,56168
42,0.06,53608
43,0.06,53136
44,0.05,53488
45,0.06,53192
46,0.06,53380
47,0.07,40528
48,0.06,53516
49,0.06,56060
50,0.06,56048
51,0.06,56040
52,0.05,53356
53,0.07,55788
54,0.06,53104
55,0.05,53608
56,0.06,56176
57,0.06,55684
58,0.06,55668
59,0.06,53624
60,0.06,53360
61,0.06,55916
62,0.06,53268
63,0.05,53364
64,0.06,53524
65,0.06,56060
66,0.06,53360
67,0.05,55612
68,0.06,55768
69,0.06,55800
70,0.06,56240
71,0.05,53636
72,0.06,53488
73,0.06,56188
74,0.05,53480
75,0.06,53240
76,0.06,53488
77,0.07,55660
78,0.05,55684
79,0.05,55532
80,0.06,53368
81,0.06,56216
82,0.07,55792
83,0.06,53372
84,0.05,55676
85,0.06,55440
86,0.07,56180
87,0.06,56188
88,0.06,56440
89,0.06,53356
90,0.06,55796
91,0.06,53372
92,0.07,56044
93,0.05,53228
94,0.06,53372
95,0.07,55532
96,0.06,55660
97,0.07,53244
98,0.06,55548
99,0.06,53100
100,0.06,53268
