Iteración,Tiempo(s),Memoria(KB)
1,0.06,53496
2,0.07,56180
3,0.09,56304
4,0.06,55548
5,0.06,53620
6,0.06,55916
7,0.07,55920
8,0.06,55400
9,0.07,55788
10,0.05,55928
11,0.05,53640
12,0.07,55924
13,0.05,56040
14,0.06,53736
15,0.06,55804
16,0.06,56428
17,0.06,53104
18,0.07,55724
19,0.06,55544
20,0.07,53348
21,0.07,53360
22,0.06,52888
23,0.07,55664
24,0.07,55932
25,0.06,55120
26,0.07,55684
27,0.07,55804
28,0.06,55536
29,0.06,55660
30,0.06,55796
31,0.05,53372
32,0.06,56172
33,0.07,56060
34,0.06,54876
35,0.06,53372
36,0.05,53480
37,0.06,53076
38,0.06,55792
39,0.06,53116
40,0.06,53500
41,0.05,53236
42,0.06,56436
43,0.06,56180
44,0.05,53612
45,0.07,40324
46,0.05,55932
47,0.07,56056
48,0.07,55372
49,0.06,53628
50,0.07,55660
51,0.07,55788
52,0.05,53628
53,0.06,55372
54,0.06,55532
55,0.06,53488
56,0.05,53356
57,0.06,56312
58,0.07,56012
59,0.05,40440
60,0.06,55416
61,0.05,55404
62,0.06,53372
63,0.06,55292
64,0.06,56172
65,0.07,55444
66,0.06,55676
67,0.05,53232
68,0.06,55940
69,0.06,55536
70,0.07,55792
71,0.07,56048
72,0.06,53488
73,0.06,56300
74,0.06,53484
75,0.07,55404
76,0.07,56432
77,0.07,55812
78,0.07,53252
79,0.06,53756
80,0.06,53620
81,0.05,55836
82,0.06,53240
83,0.06,56048
84,0.06,53360
85,0.07,55932
86,0.07,53212
87,0.06,56188
88,0.06,53476
89,0.06,55912
90,0.05,56048
91,0.05,53360
92,0.05,40564
93,0.05,53236
94,0.09,53156
95,0.06,53612
96,0.06,55860
97,0.06,53372
98,0.06,56044
99,0.07,55916
100,0.06,55668
