Iteración,Tiempo(s),Memoria(KB)
1,0.06,52976
2,0.06,40048
3,0.06,53356
4,0.06,53620
5,0.06,55544
6,0.07,56296
7,0.07,53228
8,0.07,52968
9,0.06,53244
10,0.06,53568
11,0.06,56028
12,0.06,55672
13,0.06,55788
14,0.07,55788
15,0.06,53620
16,0.06,55800
17,0.06,40232
18,0.07,53496
19,0.07,56056
20,0.06,53484
21,0.06,55980
22,0.06,53232
23,0.06,55648
24,0.06,53236
25,0.06,53232
26,0.06,53312
27,0.05,55420
28,0.06,53364
29,0.06,52988
30,0.06,53228
31,0.05,53228
32,0.06,55792
33,0.06,55664
34,0.06,56316
35,0.06,53356
36,0.08,55792
37,0.06,53232
38,0.05,53236
39,0.07,56172
40,0.06,53140
41,0.06,53628
42,0.06,53332
43,0.06,55532
44,0.06,53468
45,0.07,55664
46,0.06,55532
47,0.06,53244
48,0.05,53100
49,0.05,53356
50,0.06,56316
51,0.07,55672
52,0.06,55788
53,0.07,56180
54,0.06,53612
55,0.05,53492
56,0.05,53500
57,0.06,56056
58,0.05,53500
59,0.07,55804
60,0.05,55684
61,0.06,53116
62,0.07,56048
63,0.06,56172
64,0.05,53752
65,0.07,56300
66,0.06,53360
67,0.06,55552
68,0.06,55532
69,0.06,55672
70,0.06,56060
71,0.05,53612
72,0.06,53232
73,0.06,56060
74,0.06,53352
75,0.06,53112
76,0.07,55928
77,0.07,53620
78,0.07,53356
79,0.06,53496
80,0.05,53616
81,0.05,55824
82,0.06,56176
83,0.06,55664
84,0.05,55148
85,0.05,53356
86,0.06,53228
87,0.07,53452
88,0.05,55788
89,0.06,56436
90,0.06,55700
91,0.05,55752
92,0.05,55292
93,0.06,53104
94,0.09,56416
95,0.07,56052
96,0.07,55796
97,0.05,53340
98,0.06,53100
99,0.06,55536
100,0.05,53360
