Iteración,Tiempo(s),Memoria(KB)
1,0.06,56180
2,0.06,56188
3,0.06,56184
4,0.06,56140
5,0.05,55948
6,0.06,55920
7,0.06,53624
8,0.06,55916
9,0.06,55788
10,0.06,56316
11,0.06,53544
12,0.07,56044
13,0.08,56444
14,0.05,53492
15,0.05,53624
16,0.07,53488
17,0.06,56060
18,0.06,55676
19,0.07,56240
20,0.06,55788
21,0.06,54896
22,0.08,56176
23,0.06,56016
24,0.06,56444
25,0.06,53732
26,0.06,56432
27,0.05,53372
28,0.06,53244
29,0.06,40304
30,0.06,56172
31,0.07,55932
32,0.06,53360
33,0.06,55676
34,0.05,55676
35,0.06,55528
36,0.06,56044
37,0.06,55656
38,0.06,53744
39,0.06,56176
40,0.06,55548
41,0.07,55932
42,0.06,53236
43,0.06,56060
44,0.07,56048
45,0.05,55412
46,0.05,53484
47,0.06,56692
48,0.06,53372
49,0.05,53500
50,0.05,55408
51,0.06,53620
52,0.06,53364
53,0.06,53616
54,0.06,56024
55,0.05,53368
56,0.06,55664
57,0.06,53228
58,0.06,55924
59,0.05,53484
60,0.09,55664
61,0.06,53616
62,0.07,56016
63,0.08,55132
64,0.05,53404
65,0.06,53244
66,0.06,53232
67,0.06,53868
68,0.06,53876
69,0.05,56260
70,0.06,53508
71,0.07,53452
72,0.06,55404
73,0.07,56176
74,0.06,56056
75,0.05,55804
76,0.07,55804
77,0.07,53612
78,0.06,53224
79,0.05,55676
80,0.05,55792
81,0.06,53364
82,0.08,40580
83,0.06,56428
84,0.07,55804
85,0.05,55540
86,0.05,55152
87,0.06,53456
88,0.06,56004
89,0.07,56052
90,0.06,56176
91,0.06,53388
92,0.07,56188
93,0.07,53596
94,0.06,53736
95,0.07,56040
96,0.05,53496
97,0.06,56144
98,0.06,56196
99,0.06,56048
100,0.05,56048
