Iteración,Tiempo(s),Memoria(KB)
1,0.06,55548
2,0.06,55940
3,0.05,40304
4,0.05,53360
5,0.06,55796
6,0.06,53104
7,0.06,55660
8,0.07,53124
9,0.07,53284
10,0.07,56144
11,0.06,56044
12,0.05,53228
13,0.05,53244
14,0.07,55664
15,0.07,56060
16,0.06,53488
17,0.06,55016
18,0.07,56188
19,0.07,53584
20,0.06,55504
21,0.06,53240
22,0.06,56172
23,0.06,55796
24,0.07,56176
25,0.06,56044
26,0.05,55672
27,0.05,55920
28,0.06,53352
29,0.05,53612
30,0.05,55540
31,0.06,56688
32,0.06,55932
33,0.06,55660
34,0.06,53372
35,0.07,40572
36,0.07,55932
37,0.05,53328
38,0.06,56044
39,0.06,53648
40,0.05,53360
41,0.05,53488
42,0.07,55504
43,0.05,55920
44,0.05,53468
45,0.06,52976
46,0.06,56176
47,0.06,53244
48,0.05,55804
49,0.05,55548
50,0.06,56040
51,0.06,55676
52,0.05,53228
53,0.06,53368
54,0.05,40172
55,0.06,53484
56,0.07,56188
57,0.07,55012
58,0.05,55792
59,0.07,55804
60,0.07,55564
61,0.06,56172
62,0.06,56172
63,0.06,55376
64,0.06,53616
65,0.07,55932
66,0.05,55800
67,0.05,53360
68,0.08,55736
69,0.06,55876
70,0.06,55724
71,0.07,55932
72,0.06,56184
73,0.06,56048
74,0.07,53452
75,0.05,53628
76,0.05,55932
77,0.07,56060
78,0.07,55404
79,0.07,56300
80,0.06,53488
81,0.08,40296
82,0.06,55292
83,0.05,53500
84,0.06,53508
85,0.06,53368
86,0.06,55884
87,0.06,53764
88,0.06,53496
89,0.06,56260
90,0.06,53756
91,0.05,53616
92,0.06,53244
93,0.07,55280
94,0.05,56176
95,0.05,53360
96,0.07,56056
97,0.06,56048
98,0.05,53756
99,0.06,55932
100,0.07,53488
