Iteración,Tiempo(s),Memoria(KB)
1,0.06,54892
2,0.07,53452
3,0.05,55788
4,0.07,55404
5,0.05,53492
6,0.05,53492
7,0.06,53116
8,0.07,53236
9,0.06,53376
10,0.07,55928
11,0.06,55676
12,0.06,53228
13,0.06,55548
14,0.06,55852
15,0.06,53328
16,0.07,53224
17,0.06,55528
18,0.06,53240
19,0.05,53224
20,0.08,56176
21,0.06,53364
22,0.06,55940
23,0.08,55940
24,0.07,53484
25,0.06,56304
26,0.07,55696
27,0.05,55676
28,0.06,53228
29,0.06,56052
30,0.06,55400
31,0.06,53480
32,0.05,53228
33,0.05,53104
34,0.07,55656
35,0.06,53372
36,0.05,55676
37,0.07,55824
38,0.06,53260
39,0.06,55676
40,0.05,55668
41,0.06,56180
42,0.06,56016
43,0.06,55796
44,0.05,53232
45,0.05,55920
46,0.06,55420
47,0.07,56296
48,0.07,56044
49,0.05,53100
50,0.07,55672
51,0.06,55664
52,0.05,55420
53,0.06,55884
54,0.06,53480
55,0.05,53496
56,0.06,55804
57,0.05,55416
58,0.06,56040
59,0.05,55548
60,0.06,55544
61,0.05,55772
62,0.06,53100
63,0.06,53616
64,0.06,55804
65,0.06,40316
66,0.06,53360
67,0.05,56060
68,0.07,55548
69,0.06,55800
70,0.06,53228
71,0.08,55960
72,0.06,55756
73,0.07,53136
74,0.06,53756
75,0.06,55664
76,0.05,55932
77,0.06,53500
78,0.05,55536
79,0.06,53292
80,0.06,56048
81,0.06,55800
82,0.05,53372
83,0.07,55660
84,0.05,55796
85,0.06,53356
86,0.06,55532
87,0.06,53404
88,0.06,56188
89,0.07,56552
90,0.06,53228
91,0.06,55804
92,0.07,56528
93,0.05,55660
94,0.05,55528
95,0.07,56168
96,0.06,53228
97,0.06,55516
98,0.05,53488
99,0.05,53744
100,0.07,56176
