Iteración,Tiempo(s),Memoria(KB)
1,0.06,56180
2,0.05,56300
3,0.06,53072
4,0.06,55916
5,0.07,55844
6,0.07,56140
7,0.07,55932
8,0.06,55916
9,0.07,53104
10,0.06,55292
11,0.06,53116
12,0.07,55792
13,0.08,55796
14,0.08,56268
15,0.06,56176
16,0.06,56304
17,0.07,55920
18,0.07,55940
19,0.06,55676
20,0.06,55536
21,0.06,55792
22,0.06,53360
23,0.07,53612
24,0.08,55812
25,0.06,55684
26,0.06,56172
27,0.07,56180
28,0.05,52972
29,0.06,55756
30,0.05,53244
31,0.06,53224
32,0.06,53228
33,0.06,55912
34,0.06,55408
35,0.07,55956
36,0.06,53232
37,0.07,56056
38,0.05,53488
39,0.06,53236
40,0.07,53244
41,0.10,55408
42,0.06,53488
43,0.06,53368
44,0.06,52860
45,0.06,56068
46,0.07,56180
47,0.05,55404
48,0.06,56300
49,0.07,55676
50,0.06,53492
51,0.06,52984
52,0.05,53500
53,0.05,56040
54,0.05,55420
55,0.05,53136
56,0.06,40184
57,0.06,56056
58,0.06,56060
59,0.05,53360
60,0.06,53244
61,0.06,40108
62,0.06,55788
63,0.05,55412
64,0.07,56188
65,0.05,53744
66,0.05,55660
67,0.05,55428
68,0.06,55932
69,0.06,56296
70,0.06,55940
71,0.05,53756
72,0.05,53112
73,0.05,53364
74,0.06,56272
75,0.06,53496
76,0.06,53372
77,0.06,53500
78,0.07,53244
79,0.05,53360
80,0.06,55556
81,0.05,53236
82,0.06,56188
83,0.05,53364
84,0.05,53624
85,0.06,53392
86,0.06,56060
87,0.05,55540
88,0.07,55676
89,0.06,55720
90,0.08,53380
91,0.06,53232
92,0.06,55660
93,0.06,53500
94,0.06,53096
95,0.05,53368
96,0.06,55120
97,0.05,55676
98,0.06,53500
99,0.05,55800
100,0.07,55788
