Iteración,Tiempo(s),Memoria(KB)
1,0.06,53616
2,0.07,53484
3,0.07,53212
4,0.07,55932
5,0.07,53104
6,0.06,53420
7,0.06,53492
8,0.07,56060
9,0.06,52968
10,0.06,53364
11,0.06,53616
12,0.07,55916
13,0.06,56316
14,0.06,53236
15,0.06,56052
16,0.07,56316
17,0.06,53480
18,0.06,53616
19,0.06,55664
20,0.06,55664
21,0.06,53320
22,0.06,55796
23,0.06,56316
24,0.06,55568
25,0.05,55420
26,0.06,56044
27,0.06,55912
28,0.06,55888
29,0.06,53096
30,0.06,55320
31,0.06,53380
32,0.06,55660
33,0.06,56188
34,0.06,53436
35,0.06,55792
36,0.07,53140
37,0.07,56184
38,0.06,53628
39,0.06,56432
40,0.06,55784
41,0.05,55748
42,0.07,56296
43,0.07,55548
44,0.06,55532
45,0.06,53352
46,0.06,53100
47,0.06,55668
48,0.06,52996
49,0.06,53484
50,0.06,56180
51,0.07,55932
52,0.06,53236
53,0.05,56444
54,0.06,53040
55,0.05,53356
56,0.07,56176
57,0.07,56040
58,0.07,56556
59,0.06,55532
60,0.07,56004
61,0.06,53116
62,0.06,55924
63,0.07,53244
64,0.07,55420
65,0.08,55792
66,0.07,53616
67,0.05,55404
68,0.06,53496
69,0.06,53620
70,0.07,56304
71,0.07,56180
72,0.06,53536
73,0.08,56172
74,0.08,53244
75,0.06,53592
76,0.08,55920
77,0.06,53452
78,0.11,53548
79,0.06,53756
80,0.07,53124
81,0.06,55648
82,0.06,55932
83,0.07,56556
84,0.06,55720
85,0.06,55792
86,0.05,55916
87,0.06,56408
88,0.06,55916
89,0.06,53488
90,0.06,53224
91,0.06,53368
92,0.06,53228
93,0.05,53244
94,0.05,55528
95,0.05,53380
96,0.07,55924
97,0.06,56172
98,0.06,55792
99,0.06,56316
100,0.06,53608
