Iteración,Tiempo(s),Memoria(KB)
1,0.07,56176
2,0.05,56012
3,0.06,56188
4,0.06,56044
5,0.05,53360
6,0.06,56196
7,0.12,56336
8,0.08,56060
9,0.07,55404
10,0.06,53548
11,0.06,55912
12,0.06,53480
13,0.07,53232
14,0.08,55148
15,0.07,55316
16,0.06,53200
17,0.06,55912
18,0.06,53344
19,0.06,56048
20,0.06,53872
21,0.06,55540
22,0.08,56176
23,0.06,55932
24,0.06,53500
25,0.07,55804
26,0.05,55672
27,0.06,53408
28,0.06,53080
29,0.07,55408
30,0.07,54896
31,0.05,55660
32,0.05,40812
33,0.06,56044
34,0.07,55788
35,0.05,53384
36,0.05,55404
37,0.06,53100
38,0.06,52968
39,0.06,53360
40,0.07,56196
41,0.06,55796
42,0.06,56176
43,0.06,55548
44,0.06,56176
45,0.05,56184
46,0.05,40428
47,0.07,56300
48,0.05,55548
49,0.05,55664
50,0.06,55664
51,0.07,56060
52,0.06,53212
53,0.05,55544
54,0.06,53360
55,0.06,55132
56,0.07,55924
57,0.05,40424
58,0.06,53484
59,0.07,56048
60,0.06,53232
61,0.06,56048
62,0.06,56064
63,0.05,53356
64,0.05,53612
65,0.06,55664
66,0.06,55792
67,0.06,53356
68,0.06,56012
69,0.06,53100
70,0.05,55400
71,0.06,53116
72,0.05,55492
73,0.06,55792
74,0.05,56052
75,0.07,55916
76,0.06,55684
77,0.06,53368
78,0.06,53624
79,0.06,55024
80,0.06,53500
81,0.06,53356
82,0.07,53744
83,0.07,55556
84,0.06,53484
85,0.06,53456
86,0.07,56208
87,0.05,40060
88,0.06,55788
89,0.06,55528
90,0.05,55660
91,0.06,55796
92,0.07,55916
93,0.05,55420
94,0.05,53372
95,0.06,53224
96,0.07,55928
97,0.07,55644
98,0.06,55660
99,0.08,52904
100,0.06,53484
