Iteración,Tiempo(s),Memoria(KB)
1,0.06,53372
2,0.06,53200
3,0.07,53468
4,0.05,53232
5,0.05,55556
6,0.05,56308
7,0.07,55924
8,0.06,55888
9,0.06,56180
10,0.05,55920
11,0.05,55668
12,0.06,56132
13,0.06,53368
14,0.06,55532
15,0.06,53500
16,0.06,55540
17,0.06,53488
18,0.06,53456
19,0.06,53112
20,0.06,56004
21,0.06,53488
22,0.07,55888
23,0.07,56044
24,0.06,55784
25,0.06,55420
26,0.06,53612
27,0.06,53616
28,0.06,55660
29,0.05,53356
30,0.06,53372
31,0.06,53244
32,0.06,53060
33,0.06,53360
34,0.06,56316
35,0.06,53244
36,0.06,55792
37,0.06,53740
38,0.07,53548
39,0.06,53264
40,0.06,53228
41,0.06,53500
42,0.09,56104
43,0.06,53244
44,0.06,55556
45,0.06,55608
46,0.06,53748
47,0.06,53364
48,0.06,53332
49,0.07,55236
50,0.05,53224
51,0.05,55660
52,0.06,56040
53,0.07,55672
54,0.05,55724
55,0.06,53756
56,0.06,53228
57,0.07,55804
58,0.06,55500
59,0.05,53468
60,0.06,53608
61,0.06,56176
62,0.07,55932
63,0.08,55152
64,0.06,56440
65,0.06,53372
66,0.07,53244
67,0.05,53356
68,0.06,55760
69,0.07,56048
70,0.05,53496
71,0.06,53372
72,0.06,55536
73,0.06,56060
74,0.06,53488
75,0.06,55556
76,0.06,55676
77,0.06,53232
78,0.06,55536
79,0.06,55548
80,0.06,53492
81,0.06,55676
82,0.07,55420
83,0.06,53500
84,0.07,55628
85,0.06,53360
86,0.07,56180
87,0.06,55804
88,0.06,53740
89,0.05,53104
90,0.06,53372
91,0.06,55664
92,0.06,53196
93,0.07,56188
94,0.05,53372
95,0.05,53456
96,0.05,55512
97,0.06,55916
98,0.06,53368
99,0.06,53116
100,0.06,55668
