Iteración,Tiempo(s),Memoria(KB)
1,0.06,53352
2,0.06,55924
3,0.06,56188
4,0.06,53224
5,0.05,55540
6,0.06,53628
7,0.06,53456
8,0.07,56060
9,0.07,53612
10,0.07,55928
11,0.06,55800
12,0.07,55772
13,0.06,53484
14,0.06,53356
15,0.07,53360
16,0.06,53352
17,0.06,53104
18,0.08,53372
19,0.06,53492
20,0.06,55912
21,0.06,52996
22,0.07,55656
23,0.06,55916
24,0.06,53488
25,0.05,53424
26,0.06,56052
27,0.05,53668
28,0.06,53372
29,0.05,53232
30,0.07,56048
31,0.05,55916
32,0.06,53480
33,0.06,53456
34,0.05,53500
35,0.06,53356
36,0.07,55404
37,0.08,55536
38,0.05,53244
39,0.06,55768
40,0.05,53004
41,0.05,55672
42,0.06,53244
43,0.06,53420
44,0.06,53236
45,0.09,55788
46,0.06,53328
47,0.06,53480
48,0.09,56188
49,0.05,40292
50,0.06,55336
51,0.06,53284
52,0.05,53484
53,0.06,53456
54,0.05,53500
55,0.06,56056
56,0.06,53360
57,0.07,53636
58,0.06,56172
59,0.07,55924
60,0.07,55548
61,0.05,40444
62,0.07,56048
63,0.07,55292
64,0.06,56304
65,0.05,53360
66,0.06,54980
67,0.07,55544
68,0.06,56048
69,0.06,56060
70,0.05,53360
71,0.08,53228
72,0.06,53356
73,0.06,56044
74,0.07,56176
75,0.07,56432
76,0.05,53616
77,0.06,53488
78,0.06,56188
79,0.05,56028
80,0.06,56056
81,0.06,55916
82,0.05,53372
83,0.05,55676
84,0.06,56052
85,0.06,55956
86,0.06,55800
87,0.06,53200
88,0.06,53756
89,0.06,53488
90,0.05,53488
91,0.06,56048
92,0.05,53360
93,0.07,56040
94,0.05,55312
95,0.07,55788
96,0.06,53244
97,0.05,55540
98,0.06,53496
99,0.07,53616
100,0.05,53232
