Iteración,Tiempo(s),Memoria(KB)
1,0.06,56440
2,0.05,55796
3,0.06,55556
4,0.07,56444
5,0.07,55920
6,0.06,55784
7,0.06,56428
8,0.06,56564
9,0.07,55536
10,0.06,56236
11,0.06,56048
12,0.07,56184
13,0.08,56336
14,0.06,56300
15,0.07,55664
16,0.08,56052
17,0.08,55644
18,0.07,56188
19,0.06,55924
20,0.06,55656
21,0.06,55676
22,0.07,55676
23,0.07,56056
24,0.06,56568
25,0.06,56452
26,0.07,56060
27,0.06,55536
28,0.06,56180
29,0.06,56280
30,0.06,56060
31,0.07,56444
32,0.07,55420
33,0.07,55932
34,0.06,56444
35,0.07,56176
36,0.06,55536
37,0.06,55920
38,0.06,56196
39,0.06,56180
40,0.06,56640
41,0.06,56556
42,0.07,55908
43,0.06,56176
44,0.05,55676
45,0.06,56176
46,0.10,56296
47,0.05,55804
48,0.06,56312
49,0.06,53712
50,0.06,56048
51,0.05,55800
52,0.07,56432
53,0.08,55676
54,0.07,56176
55,0.06,55540
56,0.07,55652
57,0.09,55804
58,0.06,56196
59,0.07,56816
60,0.07,56464
61,0.07,55792
62,0.07,56164
63,0.06,56316
64,0.06,56560
65,0.06,56684
66,0.06,56184
67,0.06,56300
68,0.07,55660
69,0.06,56056
70,0.06,53500
71,0.07,55664
72,0.06,55408
73,0.06,55920
74,0.06,55916
75,0.06,56292
76,0.06,53744
77,0.05,55664
78,0.07,56176
79,0.07,55172
80,0.06,56432
81,0.07,56304
82,0.08,56048
83,0.08,55660
84,0.08,56068
85,0.06,56176
86,0.06,55420
87,0.06,55660
88,0.06,53744
89,0.06,53884
90,0.06,55800
91,0.06,53992
92,0.06,53228
93,0.06,56176
94,0.08,55848
95,0.06,55548
96,0.07,56808
97,0.07,56952
98,0.06,54660
99,0.07,56428
100,0.07,55792
