Iteración,Tiempo(s),Memoria(KB)
1,0.06,53356
2,0.07,53228
3,0.06,56272
4,0.06,53328
5,0.06,55660
6,0.07,53244
7,0.06,53228
8,0.07,53232
9,0.06,53240
10,0.06,53232
11,0.06,56028
12,0.06,56408
13,0.06,53356
14,0.06,56044
15,0.07,53376
16,0.06,53244
17,0.06,56048
18,0.06,55548
19,0.07,55804
20,0.07,53744
21,0.08,55656
22,0.07,56172
23,0.07,55804
24,0.07,53484
25,0.06,55932
26,0.08,56060
27,0.06,55796
28,0.05,55792
29,0.07,56176
30,0.05,53456
31,0.06,53360
32,0.06,56308
33,0.06,52972
34,0.07,55804
35,0.07,55984
36,0.07,53488
37,0.05,55420
38,0.06,56172
39,0.05,55804
40,0.06,53396
41,0.07,53232
42,0.07,55152
43,0.06,53420
44,0.05,53232
45,0.05,55676
46,0.05,55676
47,0.06,56260
48,0.05,55896
49,0.07,56040
50,0.06,55932
51,0.06,55804
52,0.05,55812
53,0.05,53500
54,0.06,53100
55,0.05,55544
56,0.06,55532
57,0.06,53360
58,0.05,55656
59,0.05,55408
60,0.06,53508
61,0.05,53252
62,0.05,53364
63,0.06,53352
64,0.05,53616
65,0.05,55788
66,0.06,56272
67,0.06,53624
68,0.06,56048
69,0.05,55640
70,0.05,55656
71,0.06,53232
72,0.06,55920
73,0.06,55912
74,0.06,53512
75,0.06,53360
76,0.05,53496
77,0.05,53384
78,0.06,53356
79,0.06,56176
80,0.06,53484
81,0.06,55748
82,0.08,53356
83,0.07,56180
84,0.07,56052
85,0.05,55556
86,0.06,53312
87,0.06,53360
88,0.07,55804
89,0.06,53360
90,0.06,53244
91,0.06,53624
92,0.07,53340
93,0.07,55800
94,0.06,53624
95,0.05,53484
96,0.05,55800
97,0.06,53488
98,0.07,56044
99,0.06,53628
100,0.07,53628
