Iteración,Tiempo(s),Memoria(KB)
1,0.07,55924
2,0.07,53744
3,0.05,55932
4,0.06,55604
5,0.07,56044
6,0.06,53228
7,0.05,53616
8,0.05,55660
9,0.06,55420
10,0.07,55792
11,0.07,55760
12,0.06,53456
13,0.07,53252
14,0.06,53356
15,0.08,53480
16,0.06,53232
17,0.06,55800
18,0.06,53244
19,0.07,55664
20,0.05,53612
21,0.06,56024
22,0.06,56060
23,0.06,53496
24,0.08,53244
25,0.06,39924
26,0.06,55548
27,0.06,53512
28,0.06,55416
29,0.06,53096
30,0.07,55792
31,0.05,53616
32,0.06,56052
33,0.06,55544
34,0.07,55536
35,0.05,56316
36,0.07,55800
37,0.07,55748
38,0.05,53584
39,0.05,55536
40,0.05,55404
41,0.05,53224
42,0.06,53612
43,0.07,56184
44,0.06,55556
45,0.08,40580
46,0.06,56152
47,0.06,53360
48,0.06,55676
49,0.06,55792
50,0.06,53364
51,0.07,56680
52,0.06,55812
53,0.07,53496
54,0.06,53068
55,0.05,53360
56,0.06,40184
57,0.06,55540
58,0.06,56044
59,0.05,53740
60,0.06,55916
61,0.06,53400
62,0.06,53612
63,0.06,53360
64,0.07,55620
65,0.06,55284
66,0.05,55920
67,0.07,55804
68,0.06,56188
69,0.06,53232
70,0.06,53712
71,0.05,53532
72,0.06,53360
73,0.05,53364
74,0.06,53360
75,0.07,55920
76,0.06,53372
77,0.06,55920
78,0.06,53488
79,0.05,53364
80,0.05,55932
81,0.05,55660
82,0.05,55664
83,0.06,56424
84,0.06,53240
85,0.05,55932
86,0.05,55664
87,0.05,55576
88,0.06,53500
89,0.06,53484
90,0.05,55660
91,0.06,56060
92,0.06,53236
93,0.06,53488
94,0.06,53116
95,0.05,53616
96,0.05,53496
97,0.05,53196
98,0.06,53244
99,0.06,53492
100,0.08,56216
