Iteración,Tiempo(s),Memoria(KB)
1,0.06,53116
2,0.06,55792
3,0.06,55788
4,0.05,53352
5,0.07,56048
6,0.05,53104
7,0.07,53244
8,0.06,55288
9,0.06,55548
10,0.06,53236
11,0.07,53244
12,0.06,53484
13,0.05,55532
14,0.06,53316
15,0.06,56444
16,0.06,53500
17,0.06,53364
18,0.06,53372
19,0.06,53356
20,0.06,56080
21,0.06,55020
22,0.06,55276
23,0.06,53196
24,0.07,55824
25,0.07,56088
26,0.07,55788
27,0.07,55408
28,0.06,56052
29,0.05,55748
30,0.06,53244
31,0.05,55548
32,0.06,55668
33,0.06,53360
34,0.06,53480
35,0.06,53620
36,0.07,56144
37,0.07,56316
38,0.08,53372
39,0.06,56112
40,0.05,53244
41,0.05,53480
42,0.05,53372
43,0.06,53244
44,0.06,53236
45,0.07,56304
46,0.07,55932
47,0.06,55804
48,0.07,56060
49,0.06,55928
50,0.06,53244
51,0.07,40436
52,0.07,53232
53,0.06,53364
54,0.06,55408
55,0.06,53232
56,0.05,53736
57,0.06,55792
58,0.05,55792
59,0.06,56300
60,0.06,56188
61,0.06,56188
62,0.06,53356
63,0.07,55920
64,0.07,55788
65,0.06,53616
66,0.06,56040
67,0.06,53232
68,0.06,53880
69,0.06,55880
70,0.06,53116
71,0.08,55532
72,0.06,56252
73,0.07,53108
74,0.06,55528
75,0.07,56060
76,0.06,55804
77,0.05,56188
78,0.07,55428
79,0.06,56176
80,0.06,53360
81,0.06,53372
82,0.05,53228
83,0.06,56176
84,0.05,53244
85,0.05,55912
86,0.05,55548
87,0.06,53368
88,0.06,53488
89,0.06,55928
90,0.06,55408
91,0.06,53232
92,0.06,55664
93,0.06,53740
94,0.06,53616
95,0.06,55932
96,0.05,55532
97,0.06,55676
98,0.07,55924
99,0.06,55916
100,0.07,56176
