Iteración,Tiempo(s),Memoria(KB)
1,0.07,55920
2,0.05,40452
3,0.07,55552
4,0.06,53492
5,0.06,53756
6,0.06,53484
7,0.06,53228
8,0.07,55884
9,0.07,55044
10,0.05,56068
11,0.06,56184
12,0.06,53256
13,0.06,56048
14,0.06,53776
15,0.06,53360
16,0.08,55488
17,0.06,53368
18,0.06,55920
19,0.07,56048
20,0.06,55912
21,0.07,55812
22,0.05,53488
23,0.06,55536
24,0.08,55408
25,0.06,55656
26,0.05,55668
27,0.06,53484
28,0.05,55500
29,0.05,55804
30,0.07,56188
31,0.06,55760
32,0.07,55920
33,0.06,55920
34,0.06,40444
35,0.05,53492
36,0.06,53232
37,0.05,53232
38,0.06,53520
39,0.09,56048
40,0.06,56048
41,0.05,55536
42,0.06,55932
43,0.05,53324
44,0.06,55164
45,0.06,56172
46,0.06,55792
47,0.05,56308
48,0.05,55800
49,0.06,55920
50,0.05,53360
51,0.06,55536
52,0.06,53096
53,0.06,53360
54,0.06,55788
55,0.05,53500
56,0.05,53612
57,0.06,55792
58,0.05,53456
59,0.05,53540
60,0.05,55548
61,0.05,53452
62,0.05,53488
63,0.06,53100
64,0.06,53624
65,0.07,55920
66,0.05,53488
67,0.07,53840
68,0.05,53116
69,0.05,54256
70,0.05,53244
71,0.07,56024
72,0.07,55932
73,0.06,53208
74,0.06,40296
75,0.07,53372
76,0.05,56176
77,0.05,55420
78,0.05,53252
79,0.06,55676
80,0.07,56300
81,0.06,53588
82,0.05,55672
83,0.06,55804
84,0.07,55564
85,0.06,55780
86,0.06,52988
87,0.06,53372
88,0.06,55792
89,0.07,55932
90,0.06,53244
91,0.07,53692
92,0.05,55544
93,0.06,55540
94,0.06,56172
95,0.06,55788
96,0.07,56180
97,0.06,55788
98,0.05,53872
99,0.06,53360
100,0.06,55676
