Iteración,Tiempo(s),Memoria(KB)
1,0.07,56172
2,0.07,55664
3,0.08,55676
4,0.07,56152
5,0.06,53104
6,0.08,56068
7,0.09,53228
8,0.07,53244
9,0.07,55636
10,0.07,55920
11,0.07,53360
12,0.06,53244
13,0.06,53264
14,0.06,55452
15,0.07,40708
16,0.08,55768
17,0.08,56048
18,0.07,53104
19,0.06,55792
20,0.07,56188
21,0.09,55876
22,0.08,56048
23,0.06,56180
24,0.08,56052
25,0.07,55792
26,0.07,55800
27,0.06,53316
28,0.06,53112
29,0.07,53116
30,0.06,55612
31,0.07,53356
32,0.06,55932
33,0.06,53628
34,0.06,55404
35,0.07,55420
36,0.06,55548
37,0.07,56172
38,0.06,53072
39,0.06,55324
40,0.07,55448
41,0.06,55980
42,0.06,55548
43,0.08,55280
44,0.07,56188
45,0.07,55728
46,0.07,53372
47,0.07,55796
48,0.06,55748
49,0.06,56176
50,0.06,53500
51,0.06,53228
52,0.06,53068
53,0.06,56188
54,0.06,56304
55,0.06,53500
56,0.07,53104
57,0.06,53620
58,0.07,53296
59,0.06,53328
60,0.06,54900
61,0.07,55292
62,0.06,53356
63,0.07,53328
64,0.06,53244
65,0.07,56180
66,0.07,53224
67,0.15,55504
68,0.06,53488
69,0.07,56048
70,0.06,55668
71,0.06,53228
72,0.07,56060
73,0.06,53244
74,0.06,55812
75,0.05,55504
76,0.06,55784
77,0.05,55404
78,0.07,56060
79,0.06,55660
80,0.07,55916
81,0.07,53500
82,0.06,55404
83,0.05,55280
84,0.06,56044
85,0.06,53232
86,0.06,53488
87,0.06,53712
88,0.07,55876
89,0.06,55536
90,0.06,56444
91,0.06,56048
92,0.07,53228
93,0.06,55804
94,0.05,53228
95,0.06,53324
96,0.06,53484
97,0.05,53108
98,0.06,56188
99,0.06,55536
100,0.06,55660
