Iteración,Tiempo(s),Memoria(KB)
1,0.06,55676
2,0.06,56144
3,0.06,55920
4,0.05,53240
5,0.07,55792
6,0.07,55540
7,0.06,56172
8,0.07,56040
9,0.07,53740
10,0.06,53228
11,0.06,53236
12,0.06,55804
13,0.06,53244
14,0.07,56048
15,0.05,53444
16,0.06,53572
17,0.06,56172
18,0.07,55796
19,0.07,55804
20,0.06,53372
21,0.06,55940
22,0.07,53572
23,0.06,53372
24,0.06,55912
25,0.06,56060
26,0.07,55676
27,0.06,56188
28,0.06,53372
29,0.06,53224
30,0.06,55788
31,0.06,55924
32,0.06,53360
33,0.05,55668
34,0.06,53424
35,0.06,55804
36,0.06,55028
37,0.06,56436
38,0.06,56176
39,0.06,55792
40,0.07,55784
41,0.07,53364
42,0.07,53104
43,0.06,53380
44,0.06,53364
45,0.06,53612
46,0.06,53488
47,0.07,56048
48,0.06,56176
49,0.08,56300
50,0.07,53352
51,0.06,55912
52,0.06,55676
53,0.06,56172
54,0.05,53252
55,0.07,55796
56,0.06,53612
57,0.07,56040
58,0.07,56424
59,0.06,53500
60,0.06,55980
61,0.06,55536
62,0.07,56284
63,0.07,55920
64,0.07,56028
65,0.06,53636
66,0.05,55800
67,0.06,53484
68,0.07,55920
69,0.06,53452
70,0.06,56300
71,0.05,53616
72,0.06,55800
73,0.06,53228
74,0.06,55788
75,0.06,56432
76,0.06,56184
77,0.07,56048
78,0.06,53232
79,0.10,55920
80,0.06,53500
81,0.06,56108
82,0.06,53360
83,0.06,56168
84,0.06,53228
85,0.05,53356
86,0.07,55416
87,0.06,53332
88,0.08,55544
89,0.05,55788
90,0.07,55920
91,0.08,55920
92,0.05,53484
93,0.07,55916
94,0.05,55784
95,0.06,56132
96,0.05,55784
97,0.06,55768
98,0.06,53592
99,0.05,55664
100,0.07,55792
