Archivo,Método,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,refactor
Programa056.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa056.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa026.java,main,3,6,5,8,9,13,41.209025018750054,2.0,82.41805003750011,4.578780557638895,0.006312871783006906,1,0
Programa026.java,multiplicar,4,5,8,11,9,19,60.228575027403934,4.4,265.0057301205773,14.722540562254295,0.013752519044434712,2,0
Programa022.java,main,3,6,5,8,9,13,41.209025018750054,2.0,82.41805003750011,4.578780557638895,0.006312871783006906,1,0
Programa022.java,multiplicar,4,5,8,11,9,19,60.228575027403934,4.4,265.0057301205773,14.722540562254295,0.013752519044434712,2,0
Programa084.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa084.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa073.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa073.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa088.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa088.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa021.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa021.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa030.java,main,3,6,5,8,9,13,41.209025018750054,2.0,82.41805003750011,4.578780557638895,0.006312871783006906,1,0
Programa030.java,multiplicar,4,5,8,11,9,19,60.228575027403934,4.4,265.0057301205773,14.722540562254295,0.013752519044434712,2,0
Programa024.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa024.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa052.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa052.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa075.java,main,3,5,4,6,8,10,30.0,1.7999999999999998,53.99999999999999,2.9999999999999996,0.004762203155904597,1,0
Programa075.java,esPrimo,5,5,12,12,10,24,79.7262742772967,6.0,478.3576456637802,26.5754247590989,0.020388278552093332,4,0
Programa061.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa061.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa020.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa020.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa070.java,main,3,6,5,8,9,13,41.209025018750054,2.0,82.41805003750011,4.578780557638895,0.006312871783006906,1,0
Programa070.java,multiplicar,4,5,8,11,9,19,60.228575027403934,4.4,265.0057301205773,14.722540562254295,0.013752519044434712,2,0
Programa023.java,main,3,5,4,6,8,10,30.0,1.7999999999999998,53.99999999999999,2.9999999999999996,0.004762203155904597,1,0
Programa023.java,esPrimo,5,5,12,12,10,24,79.7262742772967,6.0,478.3576456637802,26.5754247590989,0.020388278552093332,4,0
Programa045.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa045.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa069.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa069.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa046.java,main,3,6,5,8,9,13,41.209025018750054,2.0,82.41805003750011,4.578780557638895,0.006312871783006906,1,0
Programa046.java,multiplicar,4,5,8,11,9,19,60.228575027403934,4.4,265.0057301205773,14.722540562254295,0.013752519044434712,2,0
Programa072.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa072.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa033.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa033.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa032.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa032.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa077.java,main,3,5,4,7,8,11,33.0,2.0999999999999996,69.29999999999998,3.849999999999999,0.00562385655770182,1,0
Programa077.java,contarVocales,7,10,16,20,17,36,147.14866228501222,7.0,1030.0406359950855,57.22447977750475,0.03399760451106484,3,0
Programa008.java,main,3,5,6,7,8,13,39.0,2.0999999999999996,81.89999999999999,4.55,0.006286390373952222,1,0
Programa008.java,sumarPares,4,4,9,10,8,19,57.0,5.0,285.0,15.833333333333334,0.014435837519843134,2,0
Programa019.java,main,3,5,4,6,8,10,30.0,1.7999999999999998,53.99999999999999,2.9999999999999996,0.004762203155904597,1,0
Programa019.java,esPrimo,5,5,12,12,10,24,79.7262742772967,6.0,478.3576456637802,26.5754247590989,0.020388278552093332,4,0
Programa083.java,main,3,5,4,6,8,10,30.0,1.7999999999999998,53.99999999999999,2.9999999999999996,0.004762203155904597,1,0
Programa083.java,esPrimo,5,5,12,12,10,24,79.7262742772967,6.0,478.3576456637802,26.5754247590989,0.020388278552093332,4,0
