Iteración,Tiempo(s),Memoria(KB)
1,0.06,56060
2,0.07,55920
3,0.08,55416
4,0.06,55420
5,0.06,53488
6,0.06,53628
7,0.06,53480
8,0.06,56060
9,0.06,56040
10,0.06,53244
11,0.06,55672
12,0.07,55676
13,0.08,53244
14,0.06,56196
15,0.08,55916
16,0.06,55928
17,0.06,40436
18,0.07,53188
19,0.09,53068
20,0.06,55796
21,0.06,53072
22,0.06,55916
23,0.05,53500
24,0.07,53104
25,0.05,55872
26,0.06,56300
27,0.07,55792
28,0.07,55784
29,0.06,55800
30,0.06,53368
31,0.06,55804
32,0.06,56060
33,0.06,56060
34,0.05,53484
35,0.06,55420
36,0.06,53484
37,0.07,56172
38,0.06,55500
39,0.05,53228
40,0.06,56056
41,0.06,55548
42,0.06,55920
43,0.06,56172
44,0.06,56304
45,0.06,53628
46,0.06,53356
47,0.05,40496
48,0.06,53756
49,0.06,53360
50,0.05,55536
51,0.07,53252
52,0.06,53112
53,0.06,53500
54,0.06,53356
55,0.06,53364
56,0.06,55792
57,0.05,53756
58,0.06,55920
59,0.06,56172
60,0.06,55400
61,0.07,56040
62,0.05,53200
63,0.06,53356
64,0.06,56048
65,0.06,53352
66,0.06,53244
67,0.07,56048
68,0.05,53272
69,0.07,56060
70,0.07,56300
71,0.06,53460
72,0.06,55668
73,0.05,55392
74,0.09,53252
75,0.06,53232
76,0.07,56080
77,0.06,55468
78,0.06,56300
79,0.05,53080
80,0.06,53356
81,0.07,53292
82,0.07,56572
83,0.06,53116
84,0.07,55932
85,0.06,55788
86,0.06,52988
87,0.05,55488
88,0.06,56160
89,0.06,55532
90,0.06,53496
91,0.06,53360
92,0.07,53488
93,0.06,53368
94,0.06,55408
95,0.05,53228
96,0.06,56188
97,0.05,55848
98,0.06,53364
99,0.05,53068
100,0.07,55836
