Iteración,Tiempo(s),Memoria(KB)
1,0.07,55660
2,0.06,53564
3,0.06,55804
4,0.07,55452
5,0.07,53620
6,0.06,53360
7,0.06,55632
8,0.06,56188
9,0.06,55500
10,0.06,53372
11,0.06,53244
12,0.05,55664
13,0.05,55664
14,0.06,55796
15,0.06,53500
16,0.08,55892
17,0.07,55804
18,0.06,53368
19,0.09,56060
20,0.06,53492
21,0.06,56188
22,0.06,53360
23,0.05,55668
24,0.05,55404
25,0.06,55540
26,0.06,55400
27,0.05,55664
28,0.07,55532
29,0.05,55672
30,0.06,53356
31,0.07,53360
32,0.06,55928
33,0.05,55384
34,0.05,55744
35,0.05,55932
36,0.06,52844
37,0.08,53380
38,0.07,55532
39,0.06,56096
40,0.06,55404
41,0.06,55676
42,0.07,53372
43,0.06,56188
44,0.05,53372
45,0.06,55492
46,0.07,53456
47,0.06,53488
48,0.05,53496
49,0.05,55724
50,0.07,55788
51,0.06,53628
52,0.06,53372
53,0.07,52972
54,0.07,55932
55,0.06,53480
56,0.10,56008
57,0.06,56184
58,0.06,55932
59,0.06,53224
60,0.06,53244
61,0.06,55380
62,0.07,55548
63,0.06,55804
64,0.06,53244
65,0.06,56060
66,0.07,56316
67,0.07,55488
68,0.08,53372
69,0.06,53224
70,0.05,53528
71,0.06,56056
72,0.06,56060
73,0.06,53596
74,0.06,53360
75,0.08,56132
76,0.06,53316
77,0.05,56040
78,0.06,55408
79,0.07,55664
80,0.06,56168
81,0.07,55792
82,0.05,53480
83,0.07,56052
84,0.06,53356
85,0.06,56168
86,0.06,55920
87,0.05,53624
88,0.06,56176
89,0.05,53484
90,0.06,55660
91,0.06,55920
92,0.06,53484
93,0.06,56152
94,0.07,55760
95,0.06,55536
96,0.06,55932
97,0.06,55784
98,0.06,55504
99,0.06,53480
100,0.07,55932
