Iteración,Tiempo(s),Memoria(KB)
1,0.07,55660
2,0.07,55968
3,0.07,56428
4,0.06,53372
5,0.07,56044
6,0.07,55676
7,0.06,53628
8,0.06,53264
9,0.06,53508
10,0.06,55920
11,0.06,56168
12,0.05,55280
13,0.07,56172
14,0.07,53244
15,0.08,53100
16,0.06,55916
17,0.06,55660
18,0.06,55420
19,0.06,53480
20,0.06,55540
21,0.07,52860
22,0.06,55420
23,0.06,53352
24,0.06,55676
25,0.05,55660
26,0.07,56060
27,0.06,55804
28,0.06,55924
29,0.06,53488
30,0.08,53740
31,0.06,40428
32,0.06,55804
33,0.05,53616
34,0.06,56560
35,0.06,55544
36,0.06,53628
37,0.05,55656
38,0.06,53584
39,0.06,55672
40,0.06,53612
41,0.06,56052
42,0.05,53244
43,0.05,55272
44,0.05,55660
45,0.05,53240
46,0.05,55676
47,0.06,56168
48,0.07,56304
49,0.06,53244
50,0.06,55788
51,0.05,53500
52,0.07,53312
53,0.06,53360
54,0.06,53228
55,0.09,53424
56,0.06,55660
57,0.07,56188
58,0.05,55336
59,0.06,53104
60,0.06,55916
61,0.05,53372
62,0.06,52980
63,0.05,55760
64,0.07,56316
65,0.05,56176
66,0.06,53228
67,0.06,55812
68,0.06,53232
69,0.05,55920
70,0.06,55400
71,0.06,56144
72,0.05,53252
73,0.05,53240
74,0.06,53488
75,0.05,53360
76,0.06,55632
77,0.06,55548
78,0.07,56056
79,0.07,55940
80,0.08,53104
81,0.07,54916
82,0.06,55936
83,0.06,53356
84,0.06,52856
85,0.05,53488
86,0.05,55656
87,0.06,53408
88,0.06,53328
89,0.05,55920
90,0.05,55676
91,0.06,53880
92,0.06,53744
93,0.05,53196
94,0.06,54772
95,0.05,53744
96,0.07,55916
97,0.06,55412
98,0.05,53196
99,0.05,55364
100,0.05,55804
