Iteración,Tiempo(s),Memoria(KB)
1,0.06,55404
2,0.06,53244
3,0.05,55788
4,0.06,40528
5,0.05,53492
6,0.06,53356
7,0.05,55632
8,0.10,56172
9,0.06,53364
10,0.06,53520
11,0.07,56316
12,0.07,56044
13,0.07,53624
14,0.07,53356
15,0.06,55536
16,0.06,53228
17,0.07,55920
18,0.09,55376
19,0.06,56148
20,0.06,53232
21,0.06,53272
22,0.06,53232
23,0.07,56048
24,0.05,53380
25,0.06,53452
26,0.06,55412
27,0.06,55932
28,0.06,53232
29,0.06,55420
30,0.06,56176
31,0.05,55404
32,0.07,55652
33,0.07,56044
34,0.07,53356
35,0.05,55660
36,0.07,55660
37,0.09,56012
38,0.07,55660
39,0.06,53356
40,0.06,40316
41,0.06,56060
42,0.05,55516
43,0.06,53240
44,0.06,53372
45,0.05,55664
46,0.07,55676
47,0.07,53488
48,0.07,55528
49,0.07,55932
50,0.06,55420
51,0.05,55536
52,0.05,55660
53,0.06,55792
54,0.06,56048
55,0.06,52984
56,0.06,53372
57,0.05,55792
58,0.05,55796
59,0.06,55664
60,0.06,53496
61,0.07,55788
62,0.07,53252
63,0.06,53236
64,0.08,55660
65,0.06,55924
66,0.06,55260
67,0.06,53444
68,0.06,55548
69,0.05,40060
70,0.06,53612
71,0.05,53376
72,0.05,55932
73,0.06,56044
74,0.06,56172
75,0.06,53620
76,0.07,55800
77,0.06,53484
78,0.06,53612
79,0.06,53420
80,0.06,53628
81,0.06,56176
82,0.05,55932
83,0.06,56196
84,0.05,53372
85,0.06,55804
86,0.06,53352
87,0.05,53232
88,0.05,53764
89,0.05,53224
90,0.06,53340
91,0.05,55676
92,0.07,53352
93,0.07,55536
94,0.08,55772
95,0.06,55676
96,0.08,55684
97,0.05,55792
98,0.06,56180
99,0.06,56432
100,0.05,53328
