Iteración,Tiempo(s),Memoria(KB)
1,0.06,53484
2,0.07,55784
3,0.06,55788
4,0.06,55920
5,0.06,55916
6,0.07,55792
7,0.07,55664
8,0.05,55932
9,0.06,53116
10,0.06,53488
11,0.06,55788
12,0.06,53244
13,0.05,53360
14,0.06,56188
15,0.07,56008
16,0.06,53236
17,0.07,53516
18,0.07,53488
19,0.06,55284
20,0.06,55376
21,0.06,53372
22,0.06,55664
23,0.07,55676
24,0.06,55532
25,0.07,55664
26,0.07,55812
27,0.07,55676
28,0.06,55888
29,0.07,55668
30,0.06,55996
31,0.06,53632
32,0.06,53380
33,0.07,55568
34,0.06,52712
35,0.05,53372
36,0.05,55408
37,0.06,53228
38,0.07,56012
39,0.06,53200
40,0.06,55532
41,0.06,56056
42,0.07,55780
43,0.05,55660
44,0.05,53252
45,0.06,55536
46,0.06,53500
47,0.06,53480
48,0.05,53620
49,0.05,53500
50,0.06,55920
51,0.06,55932
52,0.06,53360
53,0.06,53844
54,0.05,55792
55,0.06,55960
56,0.06,53356
57,0.05,53756
58,0.06,53488
59,0.05,55420
60,0.05,53360
61,0.10,56044
62,0.05,53116
63,0.06,53232
64,0.06,56016
65,0.06,53488
66,0.05,55512
67,0.07,56060
68,0.07,53356
69,0.05,53372
70,0.06,53356
71,0.06,53488
72,0.06,56044
73,0.06,56184
74,0.05,53380
75,0.06,53336
76,0.05,55608
77,0.06,53484
78,0.06,56172
79,0.07,53612
80,0.06,55404
81,0.06,55656
82,0.05,53356
83,0.06,55932
84,0.07,53488
85,0.05,55288
86,0.06,55792
87,0.05,53340
88,0.06,55916
89,0.06,53100
90,0.06,53232
91,0.07,55548
92,0.06,55920
93,0.07,55928
94,0.06,56040
95,0.05,53096
96,0.05,53224
97,0.06,55804
98,0.06,56316
99,0.06,56172
100,0.05,53628
