Iteración,Tiempo(s),Memoria(KB)
1,0.06,53608
2,0.07,55912
3,0.05,53240
4,0.05,55528
5,0.07,56012
6,0.06,53372
7,0.07,52996
8,0.07,53196
9,0.07,55788
10,0.07,55532
11,0.05,55420
12,0.07,55792
13,0.05,55676
14,0.06,53744
15,0.06,55756
16,0.06,53236
17,0.07,40300
18,0.06,55792
19,0.06,53492
20,0.06,53408
21,0.06,53116
22,0.06,56300
23,0.07,55792
24,0.06,55544
25,0.08,55676
26,0.07,55940
27,0.05,55500
28,0.07,56132
29,0.05,55512
30,0.07,56052
31,0.06,53212
32,0.05,53244
33,0.06,56076
34,0.06,56076
35,0.06,52860
36,0.06,53608
37,0.06,55792
38,0.05,55420
39,0.06,56060
40,0.07,55548
41,0.07,53372
42,0.05,53488
43,0.05,55788
44,0.07,55916
45,0.06,55412
46,0.06,55564
47,0.06,53352
48,0.06,53116
49,0.06,40440
50,0.07,55660
51,0.06,53116
52,0.05,55668
53,0.05,53544
54,0.06,55540
55,0.06,56152
56,0.05,53616
57,0.05,55548
58,0.07,55800
59,0.06,53676
60,0.06,55596
61,0.05,53036
62,0.07,53104
63,0.07,55664
64,0.06,53628
65,0.06,55292
66,0.06,55812
67,0.07,53380
68,0.06,53372
69,0.07,55932
70,0.05,55824
71,0.05,53368
72,0.06,53620
73,0.05,55788
74,0.06,56304
75,0.06,53464
76,0.06,55912
77,0.06,56428
78,0.05,55660
79,0.05,55548
80,0.07,55536
81,0.06,53612
82,0.06,55916
83,0.06,53628
84,0.06,55932
85,0.06,53372
86,0.07,56048
87,0.05,55536
88,0.06,56168
89,0.08,56180
90,0.10,56068
91,0.07,55920
92,0.07,55668
93,0.06,53356
94,0.08,56300
95,0.07,53240
96,0.06,55652
97,0.07,53532
98,0.07,55280
99,0.06,53488
100,0.06,40304
