Iteración,Tiempo(s),Memoria(KB)
1,0.08,57084
2,0.07,56072
3,0.08,56060
4,0.07,56644
5,0.06,55664
6,0.06,56560
7,0.06,55656
8,0.07,56400
9,0.07,55928
10,0.07,53620
11,0.07,56956
12,0.05,56312
13,0.07,56812
14,0.06,55656
15,0.07,55792
16,0.06,56572
17,0.07,56212
18,0.07,56188
19,0.06,55792
20,0.07,55812
21,0.07,56176
22,0.07,56044
23,0.06,55664
24,0.06,56088
25,0.06,56572
26,0.07,56040
27,0.06,55676
28,0.07,56464
29,0.06,56428
30,0.06,56048
31,0.07,56044
32,0.07,56432
33,0.06,56304
34,0.07,56824
35,0.06,53488
36,0.06,55664
37,0.07,55928
38,0.07,56568
39,0.07,55804
40,0.06,56056
41,0.07,57388
42,0.05,56180
43,0.07,55928
44,0.07,56936
45,0.05,56424
46,0.07,55672
47,0.06,55720
48,0.07,57192
49,0.07,55276
50,0.07,56044
51,0.07,55412
52,0.06,56408
53,0.08,53484
54,0.07,56580
55,0.06,56428
56,0.06,56060
57,0.07,56368
58,0.06,56408
59,0.06,55784
60,0.07,55804
61,0.07,56436
62,0.06,55664
63,0.05,56176
64,0.06,55832
65,0.07,55408
66,0.07,55528
67,0.07,56304
68,0.06,56556
69,0.07,55912
70,0.05,55672
71,0.06,55920
72,0.07,55788
73,0.07,56168
74,0.06,56044
75,0.06,55408
76,0.06,55800
77,0.06,56168
78,0.07,56684
79,0.06,56072
80,0.06,55940
81,0.06,55932
82,0.05,55788
83,0.07,56708
84,0.07,56044
85,0.06,55804
86,0.06,57072
87,0.07,56424
88,0.06,56060
89,0.07,57084
90,0.06,56952
91,0.06,56296
92,0.06,53756
93,0.07,54900
94,0.06,55976
95,0.07,56724
96,0.06,56300
97,0.06,55676
98,0.06,54640
99,0.06,56188
100,0.06,56444
