Iteración,Tiempo(s),Memoria(KB)
1,0.06,53484
2,0.07,55792
3,0.06,52840
4,0.06,56068
5,0.06,53356
6,0.06,56044
7,0.07,56060
8,0.06,56088
9,0.07,55824
10,0.06,53116
11,0.06,55536
12,0.07,55788
13,0.06,53492
14,0.05,56316
15,0.06,53360
16,0.05,55804
17,0.06,56148
18,0.05,55532
19,0.05,55920
20,0.05,55676
21,0.05,55320
22,0.06,56044
23,0.06,53232
24,0.07,55632
25,0.07,55788
26,0.06,53240
27,0.06,53484
28,0.06,53456
29,0.07,53500
30,0.06,53612
31,0.07,56176
32,0.06,53232
33,0.06,52988
34,0.05,53232
35,0.06,53484
36,0.06,55660
37,0.06,53360
38,0.06,55656
39,0.05,56188
40,0.05,55672
41,0.06,53356
42,0.06,53440
43,0.06,53316
44,0.07,54892
45,0.07,56296
46,0.05,53360
47,0.06,53100
48,0.05,55676
49,0.05,55920
50,0.07,56060
51,0.06,53768
52,0.06,55556
53,0.06,53500
54,0.06,53360
55,0.06,53116
56,0.06,53372
57,0.07,56300
58,0.08,55428
59,0.06,53592
60,0.11,55292
61,0.06,55504
62,0.06,53500
63,0.07,56012
64,0.06,53360
65,0.06,55788
66,0.06,53116
67,0.06,56188
68,0.06,55672
69,0.06,56424
70,0.06,56176
71,0.06,55292
72,0.06,55784
73,0.06,53340
74,0.07,55652
75,0.05,53244
76,0.06,53228
77,0.06,55804
78,0.05,55660
79,0.07,56388
80,0.06,53356
81,0.06,53500
82,0.06,53616
83,0.06,53488
84,0.07,53484
85,0.06,53616
86,0.07,55676
87,0.05,53100
88,0.05,53628
89,0.07,55932
90,0.06,55548
91,0.07,55756
92,0.05,55540
93,0.06,53328
94,0.05,55676
95,0.06,53456
96,0.06,53360
97,0.05,55656
98,0.06,55916
99,0.06,55676
100,0.05,55656
