Iteración,Tiempo(s),Memoria(KB)
1,0.06,56432
2,0.05,53496
3,0.06,53272
4,0.06,56308
5,0.06,55420
6,0.07,55964
7,0.06,53480
8,0.06,53400
9,0.05,55660
10,0.05,53244
11,0.06,53356
12,0.07,56060
13,0.07,55812
14,0.07,56172
15,0.07,55788
16,0.06,53480
17,0.06,53352
18,0.06,53108
19,0.06,53620
20,0.06,53456
21,0.06,55408
22,0.06,56172
23,0.06,56048
24,0.06,55408
25,0.06,56048
26,0.06,55656
27,0.07,53592
28,0.06,53244
29,0.06,53164
30,0.07,55932
31,0.06,53356
32,0.06,53244
33,0.05,53608
34,0.06,53116
35,0.07,56044
36,0.05,53616
37,0.06,53492
38,0.05,53580
39,0.06,53360
40,0.07,55560
41,0.06,55416
42,0.06,53616
43,0.06,55996
44,0.06,55756
45,0.07,56176
46,0.06,53612
47,0.07,56300
48,0.06,55516
49,0.06,53356
50,0.05,53360
51,0.05,56172
52,0.06,55548
53,0.05,56040
54,0.05,53748
55,0.06,53508
56,0.05,53356
57,0.06,53876
58,0.06,55928
59,0.05,53500
60,0.06,55696
61,0.06,56144
62,0.05,53360
63,0.06,53380
64,0.05,53232
65,0.05,55916
66,0.07,53616
67,0.07,55900
68,0.05,55676
69,0.05,55800
70,0.05,55924
71,0.06,56312
72,0.06,55792
73,0.05,53612
74,0.06,55916
75,0.06,53352
76,0.07,56044
77,0.06,55148
78,0.05,55556
79,0.06,55804
80,0.06,53252
81,0.09,56248
82,0.06,53488
83,0.06,55272
84,0.06,56048
85,0.06,56028
86,0.07,55788
87,0.06,56168
88,0.06,53568
89,0.05,53500
90,0.06,56148
91,0.07,56080
92,0.06,53508
93,0.08,56196
94,0.06,53712
95,0.06,56168
96,0.06,55532
97,0.06,55664
98,0.05,55420
99,0.05,53612
100,0.05,53496
