Iteración,Tiempo(s),Memoria(KB)
1,0.06,55660
2,0.07,55920
3,0.05,55788
4,0.06,55932
5,0.06,53460
6,0.06,55548
7,0.06,56688
8,0.06,55788
9,0.06,55916
10,0.07,55480
11,0.05,55792
12,0.06,56316
13,0.06,56312
14,0.06,53360
15,0.07,55556
16,0.06,53520
17,0.06,53480
18,0.06,55792
19,0.05,53616
20,0.06,55120
21,0.06,56324
22,0.07,55536
23,0.06,56300
24,0.06,56044
25,0.06,53352
26,0.05,55548
27,0.05,55468
28,0.07,56016
29,0.05,55660
30,0.06,56316
31,0.07,56040
32,0.07,56308
33,0.05,55532
34,0.06,52988
35,0.08,55660
36,0.06,55548
37,0.06,55792
38,0.06,53616
39,0.06,55784
40,0.07,56040
41,0.06,56016
42,0.07,53372
43,0.08,55932
44,0.06,53324
45,0.06,55912
46,0.07,56044
47,0.06,55532
48,0.06,53488
49,0.07,56168
50,0.07,55796
51,0.06,53616
52,0.05,53488
53,0.06,53744
54,0.05,55804
55,0.05,55924
56,0.05,55656
57,0.05,53484
58,0.06,55792
59,0.07,53740
60,0.07,55684
61,0.06,56060
62,0.05,53356
63,0.06,56304
64,0.06,53244
65,0.05,55804
66,0.06,56168
67,0.10,55596
68,0.07,55920
69,0.06,55548
70,0.06,55276
71,0.06,53224
72,0.06,55788
73,0.07,55676
74,0.05,53364
75,0.06,55792
76,0.06,56188
77,0.05,55672
78,0.07,55404
79,0.06,56364
80,0.06,56176
81,0.05,53496
82,0.06,55664
83,0.05,55804
84,0.05,53500
85,0.05,53492
86,0.06,55932
87,0.06,56188
88,0.07,56316
89,0.06,53224
90,0.06,53608
91,0.06,55980
92,0.06,53232
93,0.06,53356
94,0.06,56428
95,0.06,53468
96,0.07,55672
97,0.07,55800
98,0.06,53360
99,0.06,55928
100,0.06,55684
