Iteración,Tiempo(s),Memoria(KB)
1,0.06,53372
2,0.06,40312
3,0.05,53268
4,0.06,56268
5,0.06,53228
6,0.06,56044
7,0.07,55544
8,0.06,56056
9,0.07,53500
10,0.06,53264
11,0.06,53484
12,0.06,56188
13,0.05,55676
14,0.05,55428
15,0.05,55664
16,0.06,40176
17,0.06,40260
18,0.06,56004
19,0.07,56196
20,0.06,55684
21,0.06,55532
22,0.06,55804
23,0.06,56176
24,0.06,53356
25,0.06,55420
26,0.06,53316
27,0.06,56056
28,0.06,53308
29,0.06,53484
30,0.07,53624
31,0.07,56048
32,0.05,55532
33,0.07,55940
34,0.08,56220
35,0.06,53456
36,0.05,55280
37,0.06,53628
38,0.06,55420
39,0.07,53508
40,0.05,56184
41,0.06,55932
42,0.06,55676
43,0.06,52976
44,0.06,55788
45,0.06,53356
46,0.09,53376
47,0.06,55916
48,0.06,55648
49,0.07,55952
50,0.06,55800
51,0.05,53612
52,0.05,55544
53,0.06,55128
54,0.07,53752
55,0.06,53500
56,0.06,55404
57,0.06,53484
58,0.06,53360
59,0.06,40168
60,0.06,56184
61,0.06,55792
62,0.05,56048
63,0.05,55440
64,0.05,53372
65,0.05,55664
66,0.05,55420
67,0.05,55548
68,0.05,56044
69,0.06,53456
70,0.06,55656
71,0.06,56440
72,0.05,55928
73,0.07,55632
74,0.06,56180
75,0.05,55676
76,0.07,55784
77,0.08,53360
78,0.07,53492
79,0.06,55112
80,0.06,53368
81,0.05,55656
82,0.06,53364
83,0.06,56172
84,0.05,53484
85,0.05,53624
86,0.06,53228
87,0.07,53628
88,0.06,53372
89,0.06,56548
90,0.07,55532
91,0.06,52972
92,0.05,55804
93,0.06,53612
94,0.07,55932
95,0.06,53356
96,0.08,56128
97,0.06,56044
98,0.07,55916
99,0.06,40304
100,0.05,55804
