Iteración,Tiempo(s),Memoria(KB)
1,0.06,55784
2,0.07,55788
3,0.07,53556
4,0.07,53624
5,0.07,53116
6,0.08,55672
7,0.06,53500
8,0.07,53752
9,0.07,53364
10,0.07,55516
11,0.07,53484
12,0.07,53228
13,0.07,53188
14,0.07,55724
15,0.07,55672
16,0.06,53648
17,0.07,55932
18,0.07,56044
19,0.07,56048
20,0.07,55920
21,0.07,53484
22,0.06,52968
23,0.06,40552
24,0.06,55724
25,0.08,55988
26,0.07,55924
27,0.06,53352
28,0.07,56172
29,0.07,53244
30,0.07,53608
31,0.07,55492
32,0.06,53372
33,0.06,55280
34,0.06,53364
35,0.08,55404
36,0.07,56300
37,0.07,56300
38,0.07,53360
39,0.06,53160
40,0.06,53492
41,0.07,56196
42,0.06,53244
43,0.07,55364
44,0.07,56056
45,0.06,53228
46,0.05,53496
47,0.07,56000
48,0.07,53400
49,0.07,53228
50,0.07,55276
51,0.08,56304
52,0.11,56040
53,0.06,53468
54,0.06,55676
55,0.07,54136
56,0.05,55792
57,0.05,55716
58,0.06,55664
59,0.05,55804
60,0.05,55676
61,0.05,55676
62,0.06,55920
63,0.06,55672
64,0.05,56172
65,0.05,55888
66,0.08,55916
67,0.05,55664
68,0.08,56172
69,0.08,53372
70,0.08,40720
71,0.08,56172
72,0.07,53420
73,0.06,53232
74,0.06,53372
75,0.08,53204
76,0.07,55668
77,0.06,53360
78,0.06,55932
79,0.07,55792
80,0.08,55884
81,0.06,53264
82,0.07,55916
83,0.06,53500
84,0.07,55932
85,0.07,55792
86,0.06,52972
87,0.06,53228
88,0.07,55416
89,0.06,56272
90,0.06,53584
91,0.11,56112
92,0.07,55456
93,0.07,40188
94,0.06,55280
95,0.06,53244
96,0.06,53612
97,0.06,53336
98,0.07,53100
99,0.07,53616
100,0.06,55788
