Iteración,Tiempo(s),Memoria(KB)
1,0.07,55796
2,0.05,53488
3,0.06,53628
4,0.07,55660
5,0.07,55920
6,0.06,53460
7,0.06,55668
8,0.06,53208
9,0.06,55804
10,0.06,55388
11,0.06,55276
12,0.07,56060
13,0.07,55920
14,0.06,55532
15,0.07,55804
16,0.06,55676
17,0.06,53036
18,0.06,56176
19,0.06,53036
20,0.07,55920
21,0.06,53356
22,0.06,53116
23,0.07,55724
24,0.07,56048
25,0.06,55420
26,0.07,56016
27,0.06,53368
28,0.06,53440
29,0.05,55408
30,0.05,53360
31,0.05,53628
32,0.07,55540
33,0.06,55544
34,0.06,40184
35,0.05,55788
36,0.05,40572
37,0.06,53492
38,0.07,56304
39,0.07,53444
40,0.06,55980
41,0.05,53636
42,0.06,53292
43,0.06,56176
44,0.05,55660
45,0.06,55928
46,0.07,55676
47,0.06,55400
48,0.06,55792
49,0.06,56044
50,0.06,56564
51,0.07,55664
52,0.10,55800
53,0.06,52988
54,0.06,53500
55,0.07,55804
56,0.06,53156
57,0.07,55632
58,0.05,55408
59,0.05,53112
60,0.06,53480
61,0.06,53360
62,0.07,56060
63,0.07,55784
64,0.05,55804
65,0.05,55664
66,0.06,53372
67,0.06,53608
68,0.06,55548
69,0.06,56180
70,0.05,53612
71,0.06,53484
72,0.06,56268
73,0.06,53484
74,0.06,55788
75,0.05,55804
76,0.06,53636
77,0.07,55548
78,0.06,53500
79,0.05,53628
80,0.06,53112
81,0.05,55920
82,0.06,56184
83,0.06,53228
84,0.06,55664
85,0.06,53352
86,0.06,56308
87,0.06,53628
88,0.08,55788
89,0.08,55856
90,0.06,40296
91,0.06,55404
92,0.06,53084
93,0.05,53608
94,0.06,53488
95,0.06,56176
96,0.05,55660
97,0.06,53360
98,0.06,55884
99,0.05,55536
100,0.06,55692
