Iteración,Tiempo(s),Memoria(KB)
1,0.07,53252
2,0.07,55804
3,0.08,53620
4,0.07,53312
5,0.07,56048
6,0.06,53628
7,0.07,53252
8,0.06,55916
9,0.06,56180
10,0.07,55684
11,0.06,53500
12,0.07,53232
13,0.06,55500
14,0.06,53360
15,0.07,55788
16,0.06,53232
17,0.07,55812
18,0.06,56044
19,0.06,53164
20,0.05,53372
21,0.06,53244
22,0.06,55292
23,0.06,53364
24,0.05,53232
25,0.06,55480
26,0.06,56196
27,0.06,55724
28,0.06,53492
29,0.06,53380
30,0.06,53484
31,0.07,56044
32,0.06,40048
33,0.06,55548
34,0.06,55548
35,0.07,55684
36,0.06,56196
37,0.07,55796
38,0.06,53232
39,0.07,55404
40,0.07,55932
41,0.05,53244
42,0.06,55940
43,0.05,53232
44,0.06,53272
45,0.09,56188
46,0.07,55148
47,0.05,55556
48,0.06,53228
49,0.07,56068
50,0.05,53244
51,0.07,56060
52,0.06,53188
53,0.06,55756
54,0.06,55916
55,0.05,55528
56,0.05,53620
57,0.07,55556
58,0.06,55800
59,0.05,55292
60,0.06,55672
61,0.08,56140
62,0.07,53100
63,0.05,55528
64,0.06,53360
65,0.06,55532
66,0.07,56432
67,0.05,55408
68,0.07,56048
69,0.07,55660
70,0.06,56176
71,0.05,53244
72,0.05,53500
73,0.06,53116
74,0.06,55660
75,0.07,55784
76,0.07,56108
77,0.05,53328
78,0.09,55664
79,0.06,53100
80,0.06,53372
81,0.05,55792
82,0.06,55532
83,0.05,55408
84,0.06,53484
85,0.05,55420
86,0.05,53484
87,0.06,53380
88,0.06,53748
89,0.06,40184
90,0.06,56180
91,0.05,53224
92,0.06,55676
93,0.05,55788
94,0.05,55420
95,0.06,55548
96,0.07,55568
97,0.07,56300
98,0.06,53628
99,0.06,53228
100,0.06,53488
