Iteración,Tiempo(s),Memoria(KB)
1,0.06,55912
2,0.06,53228
3,0.06,53488
4,0.06,56312
5,0.07,56056
6,0.06,53236
7,0.07,55920
8,0.06,53332
9,0.08,55548
10,0.06,53360
11,0.08,55532
12,0.06,53360
13,0.06,55408
14,0.06,53124
15,0.07,55804
16,0.06,56172
17,0.07,56044
18,0.06,53252
19,0.06,53484
20,0.06,53488
21,0.06,56444
22,0.06,56052
23,0.06,53500
24,0.06,55788
25,0.05,55548
26,0.06,56176
27,0.06,53360
28,0.06,53252
29,0.06,53500
30,0.06,56188
31,0.07,55916
32,0.06,53496
33,0.07,55144
34,0.07,53616
35,0.05,55804
36,0.05,53628
37,0.07,56056
38,0.05,55792
39,0.06,53500
40,0.07,55920
41,0.10,55556
42,0.05,55656
43,0.05,53628
44,0.06,53492
45,0.05,55556
46,0.07,55912
47,0.06,56188
48,0.07,56016
49,0.06,55536
50,0.06,55536
51,0.05,53492
52,0.05,55540
53,0.07,55924
54,0.06,53508
55,0.05,53628
56,0.06,55668
57,0.07,56016
58,0.05,53608
59,0.07,55736
60,0.06,53232
61,0.05,53116
62,0.05,53528
63,0.06,53496
64,0.06,53608
65,0.06,55664
66,0.06,53240
67,0.06,56176
68,0.06,53636
69,0.06,53588
70,0.06,53232
71,0.07,53380
72,0.07,55792
73,0.05,53332
74,0.05,40296
75,0.06,56060
76,0.05,53748
77,0.05,55556
78,0.06,55804
79,0.05,55812
80,0.06,53060
81,0.06,55668
82,0.06,55932
83,0.06,55932
84,0.06,55428
85,0.05,53240
86,0.07,56304
87,0.06,56056
88,0.06,52988
89,0.06,55528
90,0.05,55400
91,0.06,55928
92,0.07,56188
93,0.05,55468
94,0.05,55528
95,0.06,55664
96,0.06,53240
97,0.06,55812
98,0.05,53356
99,0.06,56556
100,0.07,55016
